0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,5,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0
102,213,8,44,9,18,0,0,0,0,0,0,0,0,0,0,0,0
185,103,91,7,267,5,15,0,0,0,0,0,0,0,0,0,0,0
16,106,125,87,10,0,22,18,0,0,0,0,0,0,0,0,0,0
128,127,144,145,214,288,164,268,0,0,0,0,0,0,0,0,0,0
102,213,215,147,148,13,13,32,0,0,0,0,0,0,0,0,0,0
39,103,91,162,149,216,109,109,15,0,0,0,0,0,0,0,0,0
0,40,125,87,17,151,663,110,110,18,0,0,0,0,0,0,0,0
0,0,41,145,214,114,153,664,112,112,15,0,0,0,0,0,0,0
0,0,0,40,148,20,66,17,663,110,110,18,0,0,0,0,0,0
0,0,0,0,41,150,67,151,114,664,112,112,15,0,0,0,0,0
0,0,0,0,0,40,115,152,147,66,663,110,110,18,0,0,0,0
0,0,0,0,0,0,41,214,114,67,151,664,112,112,15,0,0,0
0,0,0,0,0,0,0,40,20,155,217,150,663,110,110,18,0,0
0,0,0,0,0,0,0,0,41,84,218,33,115,664,154,112,15,0
0,0,0,0,0,0,0,0,0,40,106,25,213,27,663,0,110,18
0,0,0,0,0,0,0,0,0,0,41,114,186,67,87,673,70,118
0,0,0,0,0,0,0,0,0,0,0,40,66,27,25,13,13,32
0,0,0,0,0,0,0,0,0,0,0,0,41,20,87,13,13,32
0,0,0,0,0,0,0,0,0,0,0,0,0,40,23,13,13,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,94,37,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
