35,36,37,37,37,37,37,38,0,0,0,0,0,0
35,39,123,41,41,420,41,41,42,0,0,0,0,0
35,43,44,126,46,80,878,81,46,65,0,0,0,0
35,43,188,44,126,46,82,82,105,46,65,0,0,0
35,43,47,189,44,126,46,879,83,880,46,65,0,0
35,43,188,47,191,48,130,84,83,83,106,84,85,0
35,43,47,189,47,50,53,53,107,108,108,53,53,0
0,52,47,47,191,50,53,53,53,53,53,53,53,0
0,0,54,47,47,50,53,53,53,86,87,88,53,0
0,0,0,54,47,50,53,53,53,89,90,91,53,0
0,0,0,0,54,50,53,53,53,53,423,424,53,0
0,0,0,0,0,56,53,53,53,53,53,53,53,0
0,0,0,0,0,0,55,55,55,53,53,55,55,0
0,0,0,0,0,0,0,0,0,109,53,0,0,0
0,0,0,0,0,0,0,0,0,0,55,0,0,0
