9,10
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,17664,17664,17664,17664,17664,17664,17664,17664
16384,16384,17664,256,256,17152,17152,17152,256,0
16384,16384,17664,256,256,0,0,0,0,0
16384,16384,17664,256,256,0,0,0,0,0
16384,16384,17664,0,0,0,0,16384,16384,0
16384,16384,17664,0,0,0,0,16384,16384,0
16384,16384,17664,0,0,0,0,0,0,0
16384,16384,17664,0,0,0,0,3,0,0
16384,16384,16384,16384,16384,16384,16384,8192,16384,16384
16384,16384,16384,16384,16384,16384,16384,8198,16384,16384
