35,36,37,37,37,37,37,38,0,0,0,0,0,0
35,39,420,41,40,41,41,41,42,0,0,0,0,0
35,43,44,421,389,45,46,46,46,65,0,0,0,0
35,124,47,44,421,390,45,46,46,46,65,0,0,0
35,39,54,47,44,421,391,45,46,46,46,65,0,0
35,43,44,54,47,48,705,53,130,84,84,84,350,0
35,43,47,44,54,50,53,53,53,53,53,53,53,0
0,52,47,422,44,56,53,53,86,87,88,53,53,0
0,0,54,422,344,48,53,53,89,90,91,53,53,0
0,0,0,706,344,346,524,53,53,423,424,53,53,0
0,0,0,0,351,346,352,53,53,53,53,53,53,0
0,0,0,0,0,355,425,53,53,53,53,53,53,0
0,0,0,0,0,0,541,55,53,53,55,55,55,0
0,0,0,0,0,0,0,0,109,53,0,0,0,0
0,0,0,0,0,0,0,0,0,55,0,0,0,0
