0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,34,34,33,417,0,960,961,962,963,33,34,34,33,0,0,0,0,0,0,0,0,0
37,38,39,40,40,334,418,964,419,420,421,422,334,40,40,39,0,0,0,0,0,0,0,0
37,224,44,45,46,46,51,418,965,423,424,425,426,51,46,46,45,0,0,0,0,0,0,0
32,224,50,44,45,46,46,45,418,0,966,967,968,969,45,46,46,45,0,0,0,0,0,0
37,38,50,50,53,54,55,55,54,266,266,85,85,970,971,54,55,55,54,0,0,0,0,0
37,224,44,50,58,67,61,59,59,61,85,85,205,972,971,160,93,59,60,973,0,0,0,0
32,224,50,94,58,65,49,49,49,49,0,205,205,0,971,160,57,57,63,57,0,0,0,0
37,38,50,50,95,65,63,57,49,49,266,266,266,0,970,160,57,57,66,49,0,0,0,0
37,263,44,50,58,67,57,63,57,49,266,85,85,85,970,971,49,63,57,57,0,0,0,0
37,263,222,94,58,65,57,66,49,49,0,205,85,205,972,971,57,57,57,49,0,0,0,0
37,263,222,43,95,65,49,57,57,49,0,0,0,205,0,971,57,49,63,57,0,0,0,0
32,263,222,43,50,67,96,97,98,63,57,57,57,57,57,57,97,186,96,96,0,0,0,0
37,38,222,43,50,50,99,99,99,100,63,57,49,57,57,49,101,99,99,99,0,0,0,0
37,263,265,43,50,102,50,167,167,974,57,63,57,49,63,57,101,103,104,104,104,0,0,0
37,263,222,38,50,102,271,58,341,166,166,166,337,166,166,337,975,103,162,104,104,104,0,0
37,263,222,43,44,50,271,58,43,105,974,974,974,974,974,974,974,976,162,162,104,104,104,0
32,263,222,43,50,44,50,58,43,977,69,57,49,57,57,49,63,101,103,162,106,107,107,107
0,38,222,43,50,50,94,58,43,977,148,57,57,49,63,57,57,101,103,162,106,0,0,0
0,0,265,43,50,102,50,95,43,977,166,337,166,166,166,337,166,975,103,162,106,0,0,0
0,0,0,38,50,102,271,58,147,977,173,332,332,332,332,332,332,332,167,162,106,0,0,0
0,0,0,0,44,50,271,58,65,978,979,0,0,0,0,0,0,0,0,108,106,69,108,0
0,0,0,0,0,44,50,58,65,49,63,64,0,0,0,0,0,0,0,57,57,49,63,0
0,0,0,0,0,0,94,58,65,57,57,57,0,0,0,0,0,0,0,57,57,63,63,0
0,0,0,0,0,0,0,95,65,57,49,57,164,109,109,109,109,109,109,110,49,57,63,0
0,0,0,0,0,0,0,0,67,49,57,49,57,63,57,49,57,63,57,49,63,57,66,0
0,0,0,0,0,0,0,0,0,62,62,62,62,62,66,57,66,64,64,64,64,64,62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,63,63,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0
