0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,459,79,78,78,44,47,47,47,80,80,78,460,0,0,0,0,78,78,78,78,78,78,78,78,0,0,0,0,0,0,0,0
0,459,79,80,79,79,47,47,45,78,80,80,78,461,0,0,0,0,78,80,45,78,44,79,78,78,0,0,0,0,0,0,0
0,459,78,80,80,78,44,47,45,78,80,78,79,460,0,0,0,0,0,79,78,44,44,46,78,78,78,0,0,0,0,0,0
0,41,78,80,79,78,45,47,46,45,80,44,44,78,461,0,0,0,0,78,45,44,47,46,44,78,78,44,0,0,0,0,0
0,0,42,80,80,78,44,46,47,81,78,78,46,44,460,57,58,59,0,78,79,43,44,47,44,78,80,44,81,0,0,0,0
0,0,459,78,80,78,78,45,46,81,44,80,44,44,78,462,463,61,0,0,80,78,45,47,46,45,80,80,44,81,0,0,0
0,0,459,78,79,79,78,44,44,47,44,78,78,46,140,56,463,464,52,0,80,80,78,44,46,44,78,79,45,46,465,0,0
0,0,459,79,80,44,78,44,47,47,47,44,78,44,0,56,463,464,466,0,80,80,79,44,46,44,79,80,80,44,465,0,0
0,0,0,78,80,78,47,44,46,46,46,44,44,0,0,56,463,464,466,0,80,80,79,45,46,81,78,78,80,79,467,0,0
0,0,0,0,78,80,44,46,46,81,81,46,0,0,0,56,463,464,466,0,80,79,80,78,44,44,44,79,78,80,467,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,52,195,56,463,464,466,52,78,78,78,78,78,78,44,45,45,78,467,0,0
0,0,48,55,55,55,55,55,55,52,52,52,55,55,55,56,463,464,468,469,470,470,470,470,470,470,470,470,470,470,471,0,0
57,110,110,379,379,379,379,379,379,469,195,195,55,56,379,379,463,463,379,379,379,379,379,379,379,379,379,379,379,379,379,110,59
57,463,463,463,463,463,463,463,463,464,469,469,469,188,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,112
0,62,63,60,60,60,60,472,463,463,379,379,379,463,464,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,65,62,62
0,121,0,52,52,52,52,52,56,463,463,463,463,463,464,466,52,52,50,50,64,52,52,64,52,52,64,52,64,64,471,0,0
0,121,102,52,52,66,66,50,64,60,60,60,60,60,60,466,192,50,50,283,283,50,50,64,64,64,192,49,52,52,471,0,0
0,121,102,103,53,50,194,194,66,51,66,66,50,50,50,50,50,50,89,473,293,293,89,89,89,89,89,89,89,52,471,0,0
0,0,102,103,104,216,66,54,54,67,66,194,194,54,89,89,89,89,89,89,473,474,194,89,0,0,0,0,0,0,471,0,0
0,0,0,173,104,52,195,195,195,195,216,67,54,54,195,0,0,0,0,54,54,54,54,54,0,0,0,0,0,0,471,0,0
0,0,86,52,52,52,52,52,52,52,52,195,195,195,195,52,52,52,52,151,195,195,195,195,195,52,52,52,52,52,471,0,0
0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0
