8,25
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,8960,8960,16384,16384,16384,16384
16384,16384,16384,16384,18176,768,768,769,769,768,768,768,768
16384,16384,16384,16384,18176,768,768,768,768,768,768,768,768
16384,16384,16384,16384,18176,7,7,7,7,7,7,512,512
16384,16384,16384,16384,18176,7,7,7,7,7,7,7,7
16384,16384,16384,16384,18176,7,7,7,7,7,7,7,7
16384,16384,16384,16384,18176,7,7,7,7,7,7,7,7
16384,16384,16384,16384,18176,7,7,7,7,7,7,512,512
16384,16384,16384,16384,1024,7,7,7,7,7,7,7,7
16384,16384,16384,16384,1024,7,7,7,7,7,7,7,7
16384,16384,16384,16384,1024,7,7,7,7,7,7,7,7
16384,16384,16384,16384,1024,1024,1024,768,512,7,7,7,7
16384,16384,16384,16384,1024,1024,1024,768,512,7,7,7,7
16384,16384,16384,16384,1024,7,7,7,7,7,7,7,7
16384,16384,16384,16384,1024,7,7,7,7,7,7,7,7
16384,16384,16384,16384,1024,7,7,7,7,7,7,7,7
16384,16384,16384,16384,1024,7,7,7,7,7,7,7,7
16384,16384,16384,16384,1024,1024,512,512,512,512,512,512,512
16384,16384,16384,16384,1024,1024,512,515,515,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,8704,8704,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,8710,8710,16384,16384,16384,16384
