0,0,0,0,0,475,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,419,0,475,475,419,0,475,0,475,0,0,0,475,0,0,0,0,0,0,0,0,0
0,0,0,475,0,475,475,477,0,419,419,420,475,419,475,419,0,475,475,419,0,0,0,0,0,0,0,0
0,0,0,475,419,475,419,419,419,475,420,420,13,419,420,419,420,475,419,419,420,0,0,0,0,0,0,0
0,0,0,120,419,420,419,420,420,419,419,450,421,349,420,13,420,13,419,420,420,13,0,0,0,0,0,0
0,0,0,5,9,420,13,420,13,421,659,420,13,660,421,421,161,421,161,420,13,421,349,0,0,0,0,0
0,0,0,0,120,9,420,349,420,349,660,659,421,349,421,421,448,106,448,106,305,161,448,305,0,0,0,0
0,0,0,0,5,9,9,106,13,106,421,421,448,660,421,0,14,661,404,404,404,106,106,106,106,0,0,0
0,0,0,0,120,120,9,2,404,106,404,404,0,0,421,448,0,0,65,65,65,65,404,404,404,106,0,0
0,0,0,0,5,9,9,9,2,65,404,65,0,0,0,0,0,0,0,0,0,0,0,65,65,65,404,0
0,0,0,5,120,120,9,9,9,784,0,65,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
0,0,0,0,120,9,9,9,9,9,785,0,0,533,479,0,0,0,0,0,0,0,0,0,0,0,0,0
5,120,5,120,5,9,9,9,9,786,786,0,0,0,479,9,0,0,0,0,0,0,0,0,0,0,0,0
120,120,9,120,9,120,9,9,9,9,0,0,0,0,479,9,274,0,0,0,0,0,0,0,0,0,0,0
5,9,9,9,9,9,9,9,9,9,786,0,0,0,479,9,274,0,0,0,0,0,0,0,0,0,0,0
0,120,9,9,9,9,9,9,9,786,786,0,0,0,479,9,274,0,0,0,0,0,0,0,0,0,0,0
0,120,9,9,9,14,9,14,9,786,0,0,0,0,479,9,274,0,0,0,0,0,0,0,0,0,0,0
0,5,9,9,9,0,0,0,0,0,0,0,0,0,350,14,787,0,0,0,0,0,0,0,0,0,0,0
0,120,120,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
0,0,120,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,784,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
