21,22,22,22,22,22,22,22,0,0,0,0,0,0,0
23,248,29,25,25,25,28,28,29,0,0,0,0,0,0
23,248,249,27,25,25,25,27,25,25,0,0,0,0,0
23,248,249,396,826,25,27,25,25,112,113,0,0,0,0
23,24,26,397,398,367,31,31,31,31,399,82,0,0,0
23,24,26,400,401,368,369,36,36,36,475,0,83,0,0
23,24,26,26,402,368,370,40,40,40,40,40,41,0,0
23,24,26,26,26,371,372,188,189,189,189,190,41,0,0
0,24,26,26,30,33,373,188,191,192,192,193,41,0,0
0,0,30,26,30,33,40,188,403,194,195,193,41,0,0
0,0,0,26,26,33,40,188,403,196,197,193,40,61,62
0,0,0,0,26,33,40,188,191,198,198,193,41,43,43
0,0,0,0,0,33,40,188,199,200,200,193,41,0,0
0,0,0,0,0,0,43,43,201,201,201,201,43,0,0
