9,9
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,768,0,0,0,0,0,0,0,0
16384,16384,16384,768,0,0,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,3,0,0,0,0
16384,16384,16384,16384,16384,16384,16384,8192,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,8198,16384,16384,16384,16384
