0,0,0,3,4,3,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,115,8,71,116,0,0,0,0,70,0,0,9,0,0,0,0,0,0,0
0,0,22,0,0,121,0,0,0,11,0,0,11,72,0,0,12,0,0,0,0,0,0
0,0,13,23,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0
0,0,0,15,24,0,274,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,0,0,347,434,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,0,0,348,345,436,0,0,0,196,196,0,0,0,0,0,0,0,0,0
0,0,0,74,27,0,437,438,435,439,0,0,440,441,208,0,0,0,0,0,0,0,17
0,0,0,0,77,0,0,442,443,0,0,197,627,444,198,193,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,197,200,202,169,493,204,0,0,0,0,0,0,0
0,0,81,74,0,0,0,0,196,197,200,202,0,0,168,493,204,196,196,196,124,124,0
0,0,0,83,77,0,0,0,440,201,202,169,0,0,206,169,203,201,201,201,75,0,17
0,0,73,0,24,0,0,0,216,172,189,169,803,803,206,804,190,172,172,172,171,28,17
0,0,18,76,0,0,0,0,0,192,216,189,112,525,805,806,807,192,629,808,192,0,0
0,0,0,20,0,0,0,0,0,0,0,216,189,445,806,809,810,811,0,240,237,428,0
0,0,0,0,21,0,0,0,0,0,0,0,446,259,260,192,193,240,237,428,238,0,17
0,0,0,0,0,0,447,0,0,0,0,0,216,172,191,193,0,0,0,0,240,812,17
0,0,0,0,0,0,0,448,0,0,0,0,0,192,192,193,0,0,0,0,0,0,17
0,0,0,0,0,0,28,28,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,449,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,28,28,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
