0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,825,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,76,76,826,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,0,0,0,76,828,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,0,0,0,0,82,825,829,70,170,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0
0,65,0,0,0,0,0,0,90,830,831,254,832,0,0,0,0,0,0,0,0,2,2,2,0,1,409,2,0,0,0,0,0,0,0,66,0,0,0,105,105,105,3,0,0,0,0
0,0,0,0,0,0,0,0,90,89,833,834,832,0,0,0,0,0,0,0,0,66,105,105,3,95,70,340,3,4,4,0,103,103,0,0,5,0,103,103,6,6,6,7,0,0,0
0,0,0,0,0,0,0,0,1,1,83,835,836,0,0,0,0,0,0,0,0,4,8,9,9,10,11,12,13,14,15,16,246,287,837,0,0,17,67,68,837,283,283,283,18,0,0
0,0,0,0,0,0,0,0,95,70,19,107,838,107,0,0,0,4,4,4,4,20,15,15,15,15,839,6,6,99,21,341,22,114,77,116,0,0,246,287,243,116,0,0,0,0,0
0,0,0,0,0,0,0,0,66,23,24,25,288,840,107,0,0,20,26,26,26,26,27,341,341,341,341,119,119,119,18,0,0,0,114,78,242,0,0,114,77,115,242,0,0,0,0
0,0,0,0,0,0,0,0,0,8,28,122,841,291,107,107,0,29,15,15,15,15,27,30,0,0,0,0,0,0,0,0,0,0,0,176,121,75,0,0,114,77,108,75,0,0,0
0,0,0,0,0,0,0,0,0,20,26,842,841,115,107,107,107,0,31,341,341,341,341,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,121,75,0,0,0
0,0,0,0,0,0,0,0,0,20,26,27,843,115,292,107,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0
0,0,0,0,0,0,0,0,0,29,15,27,844,115,115,292,118,118,118,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,0,0,0,0,0,0,0,0,0,31,341,844,108,115,115,293,106,106,106,106,106,70,70,70,19,35,35,35,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,36,34
0,0,0,0,0,0,0,0,0,0,0,0,0,112,93,115,293,24,28,28,28,28,28,23,23,24,37,38,38,38,39,0,0,0,0,0,61,845,103,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,104,13,40,0,2,2,2,104,41,13,40,26,26,26,27,30,0,0,0,0,61,235,846,243,103,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,104,98,847,2,104,62,62,62,41,13,40,26,26,15,27,30,0,0,0,0,95,848,849,243,74,243,35,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,12,105,105,12,12,12,12,13,40,26,26,27,341,30,0,0,0,0,10,43,114,83,79,243,850,39,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,6,6,6,14,15,15,27,30,0,0,0,0,0,0,44,45,123,82,89,851,27,22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,283,283,283,283,283,283,283,283,21,341,341,30,36,0,0,0,0,0,0,46,119,36,36,36,31,30,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,34,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
