0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,349,349,349,349,349,349,349,349,0,0,0,0,0
377,350,12,11,11,11,11,11,11,11,0,0,0,0
377,351,16,15,11,11,12,11,11,11,12,0,0,0
377,351,16,17,11,11,11,15,11,11,11,15,0,0
377,351,16,16,378,349,349,352,352,352,493,352,323,0
377,351,16,16,353,350,352,237,237,237,379,380,365,0
0,358,16,17,353,351,237,239,238,239,238,0,0,0
0,232,14,16,360,351,16,238,242,243,242,381,0,0
0,232,16,16,353,351,16,240,241,382,383,265,0,0
0,0,17,16,353,351,17,16,238,244,325,0,0,0
0,0,0,14,353,351,16,14,0,369,384,0,0,0
0,0,0,0,353,351,16,16,0,0,0,0,0,0
0,0,0,0,0,494,158,158,158,370,0,0,0,0
