11,11
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176
16384,16384,16384,16384,16384,16384,18176,18176,18176,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,9989,9989,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,1536,1536,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,8453,8453
16384,16384,16384,16384,16384,16384,18176,1280,1280,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,16384,16384
16384,16384,16384,16384,16384,16384,18176,1024,1024,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,16384,16384
16384,16384,16384,16384,16384,16384,18176,768,768,16384,16384,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,512,512,16384,16384,512,512,16384,16384,16384,16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,512,512,16384,16384,512,512,16384,7,7,7,7,16384,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,512,512,8453,16384,16384,16384,16384,7,7,7,7,16384,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,512,512,8453,16384,16384,16384,16384,7,7,7,7,16384,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,16384,16384,16384,16384,16384,16384,16384,7,7,7,7,16384,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,0,18176,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,0,18176,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,18176,9989,1536,1280,1024,768,512,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,18176,18176,9989,1536,1280,1024,768,512,512,512,512,512,512,512,512,512,512,512,512
