9,8
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8448,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,257,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,256,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2816,2816,2816,2816,256,2816,2816,2816,2816,2816,2816,2560,2304
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2560,16384,16384,16384,256,16384,16384,16384,16384,16384,16384,16384,2048
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,16384,1280,1280,256,1280,1280,1024,16384,16384,16384,16384,1792
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,2048,16384,1280,16384,256,16384,16384,768,16384,16384,16384,16384,1536
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1792,16384,1280,16384,256,16384,16384,512,16384,16384,16384,16384,1280
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1536,16384,1024,16384,256,256,256,256,16384,16384,16384,16384,1024
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1280,16384,768,16384,16384,16384,16384,16384,16384,16384,16384,16384,768
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,1024,16384,512,512,512,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,768,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,512,256,256,256,256,256,256,256,259,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8448,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8454,16384,16384,16384,16384
