0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,54,55,1,0,0,0,0
0,0,0,0,0,0,57,58,799,3,0,0,0
0,0,0,0,0,0,59,60,61,800,1,0,0
59,26,55,56,25,26,55,77,63,10,801,3,0
62,77,8,25,8,55,8,25,61,65,66,802,0
54,64,61,23,24,23,24,23,24,82,68,75,0
57,58,81,82,26,55,25,6,26,55,88,75,0
59,60,61,71,88,6,26,56,55,6,26,92,1
33,77,63,10,11,112,70,85,67,86,70,85,123
0,34,61,65,66,96,69,69,69,69,69,69,75
0,0,36,82,68,48,69,69,75,73,73,73,73
0,0,0,34,88,35,69,69,75,0,0,0,0
0,0,0,0,36,112,69,69,75,0,0,0,0
0,0,0,0,0,756,69,69,74,0,0,0,0
0,0,0,0,0,101,69,69,74,0,0,0,0
0,0,0,0,0,0,76,76,76,0,0,0,0
