0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,161,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,120,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,9,9,0,269,0,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,120,15,9,14,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15,9,14,9,0,922,535,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,521,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,9,9,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,13,923,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0
0,0,0,0,120,15,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,65,65,65,65,65,65,65,65,65,925,466,926,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0
0,0,0,5,15,9,14,9,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,65,65,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0
15,0,0,0,120,9,9,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,67,272,0,0
0,14,0,0,0,14,9,14,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,274,0,0,0,0,208,209,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,272,65,272,65,0,0
0,0,0,0,0,0,0,9,0,0,0,0,0,0,65,0,0,65,0,0,0,0,0,0,274,0,0,0,0,0,212,213,77,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,67,0,0,272,65,0,272,0,0,0
0,5,0,15,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,67,0,67,272,65,67,0,272,67,0,272,0,0
0,0,120,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,88,927,927,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,272,65,0,272,65,272,0,65,272,0,0
0,0,1,928,43,9,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,929,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,272,67,0,272,0,272,0,0
0,0,0,2,0,88,9,930,276,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,67,67,67,0,272,0,272,0,277,272,67,272,0,0
0,0,0,5,88,248,931,278,279,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,272,65,65,65,67,67,67,0,272,65,272,65,0,0
0,0,0,0,120,0,393,9,281,248,0,9,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,272,0,67,0,272,65,65,65,272,0,272,0,0,0
0,0,0,0,0,14,0,0,143,278,0,9,0,0,0,0,0,0,0,0,0,0,0,0,274,932,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,272,0,272,277,67,0,272,67,67,0,272,0,0,0
