4,7
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,9216,9216,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,17152,1025,1025,1024,1024,1024,1024,17152,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,1024,1024,1024,1024,1024,1024,17152,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,1024,1024,1024,1024,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,1024,1024,1024,1024,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,768,768,17152,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,16391,7,7,16391,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,16391,7,7,16391,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,16391,7,7,16391,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,16391,16391,16391,16391,17152,17152,17152,17152,17152,17152,17152
16384,16384,16384,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152,17152
