259,260,260,260,260,260,260,260,260,260,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,161,159,154,261,146,146,146,146,146,146,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,159,154,155,147,147,147,147,229,262,262,263,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,146,146,155,212,102,102,102,103,265,266,266,370,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,86,262,262,148,148,148,148,148,265,82,82,370,371,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,86,268,268,268,181,181,181,181,181,82,82,370,445,408,267,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,86,82,168,167,167,82,82,82,370,653,653,653,371,132,267,419,159,159,159,159,159,159,159,159,159,159,159,159,159,154,146,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,86,82,82,82,167,168,82,82,370,387,386,269,269,130,267,419,159,159,159,159,159,159,159,159,159,159,159,159,159,154,225,270,654,145,145,145,655,0,110,110,110,110,110,656,657,0,0
0,0,86,82,82,82,165,168,82,82,370,387,370,387,386,271,272,381,159,159,159,159,159,159,159,159,159,159,159,159,159,159,225,263,658,106,106,82,659,660,273,273,273,273,273,661,662,0,0
0,0,86,82,82,165,165,167,82,82,82,663,370,387,370,387,386,81,261,146,146,146,146,146,146,159,159,159,159,159,159,159,664,263,82,106,82,82,659,660,273,273,273,273,273,661,662,0,0
86,145,145,165,165,165,167,168,170,82,82,82,82,370,431,387,370,431,262,262,262,262,262,262,262,262,159,159,159,159,159,159,154,665,106,106,106,82,659,660,273,273,273,273,273,661,666,0,0
0,90,169,377,167,150,168,170,82,82,82,82,82,370,431,267,370,431,274,275,275,275,268,268,268,276,159,159,159,159,159,159,154,225,667,106,82,82,659,660,273,273,273,273,273,668,666,0,0
0,0,86,82,170,170,168,82,82,82,82,82,82,370,371,669,267,431,274,670,277,87,109,167,167,159,159,159,159,159,159,159,154,225,263,82,82,82,278,671,672,673,273,661,672,674,160,0,0
0,0,86,82,422,422,422,422,422,422,82,82,82,370,371,129,132,279,419,675,280,676,677,167,206,82,82,82,159,47,159,159,154,225,263,82,82,82,278,82,82,281,273,678,679,82,160,0,0
0,0,86,282,422,89,283,283,218,89,680,82,82,370,431,284,132,132,159,154,225,285,215,167,167,286,286,287,288,47,681,159,154,225,263,82,82,682,289,290,290,290,291,273,683,290,684,411,292
0,0,86,82,685,685,89,293,293,194,680,101,82,370,371,128,129,132,159,154,225,263,207,150,167,167,294,295,296,79,47,146,146,225,263,82,82,281,297,273,298,298,273,273,273,273,678,410,686
0,0,86,82,82,82,82,687,688,688,689,690,690,370,371,129,129,132,159,154,225,263,299,215,167,167,168,80,300,301,78,262,262,262,263,82,82,82,302,302,302,302,302,302,302,303,414,304,304
0,0,86,82,82,82,370,373,286,286,286,286,286,286,431,284,132,132,159,154,225,263,299,167,168,170,168,305,306,306,306,385,305,305,305,82,289,307,302,159,159,159,159,159,154,225,285,0,0
0,0,86,82,82,82,370,308,294,294,294,294,294,294,294,128,129,691,159,154,225,263,82,168,170,82,82,82,82,82,290,290,290,290,290,290,297,309,159,159,159,159,159,159,154,225,263,0,0
