0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,635,634,634,634,634,635,634,634,634,634,634,634,634,636,95,95,27,29,28,712,29,28,27,27,27,27,27,29,27,0,0,27,29,27,27,28,27,0,0,0,0,0,0
633,318,179,179,179,179,179,179,179,318,179,179,179,179,319,34,27,27,27,32,33,27,32,33,27,27,27,27,27,27,27,27,29,27,27,27,32,33,27,0,0,0,0,0
633,179,179,179,179,318,179,179,179,179,179,179,179,179,319,34,34,27,27,27,35,36,29,35,36,29,27,27,27,29,27,320,27,27,27,27,27,35,36,27,0,0,0,0
633,318,179,319,173,173,173,173,173,173,173,173,173,179,319,34,34,34,27,27,27,38,39,27,38,39,27,27,43,43,404,27,27,43,404,27,29,29,38,39,27,0,0,0
633,179,179,321,34,27,29,27,27,29,27,27,27,0,319,34,34,34,34,27,27,27,40,41,29,40,41,27,407,45,713,384,29,0,380,405,43,404,29,40,41,27,0,0
633,318,179,319,37,34,714,379,43,43,43,43,43,0,0,34,37,34,34,46,43,43,43,43,168,27,27,29,181,45,45,574,574,0,0,405,45,380,405,43,43,43,43,0
633,179,179,319,34,34,381,382,45,45,45,45,45,0,0,34,34,34,34,46,45,45,45,45,169,171,27,27,45,45,45,45,0,0,0,0,45,380,405,45,45,45,45,0
633,179,179,319,34,46,34,385,45,181,45,45,45,0,0,34,34,34,34,46,45,45,45,181,169,171,34,29,45,45,45,45,45,0,0,0,0,380,405,45,45,45,181,0
633,179,179,319,37,46,45,45,45,45,45,45,181,0,0,34,72,34,34,46,45,45,45,45,169,171,37,269,45,45,181,45,45,45,0,0,0,0,405,45,181,45,45,0
633,179,179,319,37,46,45,45,45,45,45,45,45,0,0,73,74,75,37,46,45,45,181,45,169,171,34,269,181,45,45,45,45,45,380,0,0,0,0,45,45,45,45,0
633,179,179,319,65,46,45,45,45,45,181,45,45,0,0,76,77,27,78,46,45,45,45,45,169,171,34,34,55,55,55,55,55,55,58,405,0,0,0,0,45,45,45,0
633,179,245,319,34,56,45,181,45,45,45,45,45,0,0,34,79,80,27,114,45,181,45,45,169,171,34,34,34,57,57,57,57,57,57,27,58,0,0,0,0,45,45,0
633,179,179,319,34,46,45,45,45,45,45,45,45,0,0,715,715,81,82,43,45,45,181,181,169,171,37,34,34,37,27,27,28,29,29,28,29,27,0,0,0,45,45,0
633,179,179,319,34,46,45,45,45,45,45,45,45,0,0,319,0,715,81,45,45,45,45,45,169,171,34,34,345,34,269,27,32,33,27,32,33,27,181,87,716,45,45,0
633,179,179,319,65,46,45,45,45,45,0,0,0,0,0,319,34,0,715,84,45,45,45,45,169,171,34,34,102,103,269,270,27,35,36,27,35,36,45,45,45,45,45,0
633,179,179,319,34,56,45,45,45,181,0,0,248,248,248,319,37,34,0,717,45,45,181,181,169,171,34,34,34,104,718,270,0,29,38,39,27,38,45,45,45,45,45,0
633,179,179,319,37,46,45,45,45,45,0,0,179,318,179,319,34,34,34,0,45,45,181,45,169,171,34,37,34,34,719,270,0,0,272,40,720,721,45,45,45,45,181,0
