0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,26,55,56,25,26,55,56,25,26,1,0,0,0,0,0
62,77,8,25,8,55,8,25,8,55,8,3,0,0,0,0
54,64,61,23,24,23,24,23,24,23,24,23,1,0,0,0
57,58,81,82,26,55,6,24,8,23,6,24,8,0,0,0
59,60,61,71,88,6,0,0,0,0,0,0,0,1,0,0
62,77,63,111,11,112,0,0,0,0,0,0,0,0,0,0
54,64,61,58,61,96,0,0,0,0,0,0,0,0,3,0
57,58,81,113,61,169,119,0,0,0,0,0,0,0,0,0
33,60,61,77,72,10,731,69,0,0,0,0,0,0,0,1
0,34,63,10,61,72,114,69,69,89,89,89,89,89,89,390
0,0,36,65,66,82,115,69,69,69,69,69,69,69,69,75
0,0,0,34,68,48,88,69,69,69,75,73,73,73,73,73
0,0,0,0,36,35,116,69,69,69,75,0,0,0,0,0
0,0,0,0,0,34,228,69,69,69,75,0,0,0,0,0
0,0,0,0,0,0,95,73,73,73,73,0,0,0,0,0
