0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,365,5,5,352,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,365,271,8,5,350,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,365,271,272,6,8,352,353,0,0,0,0,0,0,0,0,0,0,0,0,0
65,357,46,271,272,271,273,6,350,351,0,0,0,0,0,0,0,0,0,0,0,0
192,366,124,124,272,271,272,21,273,352,353,0,0,0,0,0,0,0,0,0,0,0
65,193,356,46,46,271,272,271,5,22,350,351,0,0,0,0,0,0,0,0,0,0
192,67,144,358,124,124,272,271,272,8,5,352,353,0,0,0,0,0,0,0,0,0
65,193,68,274,359,46,46,271,272,271,6,8,350,351,0,0,0,0,0,0,0,0
0,193,360,275,193,356,276,124,272,271,272,273,6,352,353,0,0,0,0,0,0,0
0,0,68,361,67,68,361,46,46,271,272,271,22,21,350,351,0,0,0,0,0,0
0,0,0,275,158,193,275,356,124,124,272,271,272,5,22,352,353,0,0,0,0,0
0,0,0,0,67,68,81,67,68,46,46,271,272,271,8,5,350,351,0,0,0,0
0,0,0,0,0,193,275,17,25,275,124,124,272,271,272,6,798,352,353,0,0,0
0,0,0,0,0,0,17,126,68,274,275,46,46,271,272,271,8,798,350,351,0,0
0,0,0,0,0,0,0,81,68,275,193,193,124,124,272,271,271,799,799,800,801,0
0,0,0,0,0,0,0,0,68,158,67,68,361,46,46,271,271,13,13,0,220,0
0,0,0,0,0,0,0,0,0,275,277,193,275,67,46,46,271,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,67,193,81,275,67,46,46,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,193,213,17,193,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,193,67,68,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,193,67,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
