8,8
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,9472,16384,16384,16384,16384,16384,16384,16384,16384,16384,8448,16384
16384,16384,16384,16384,16384,16384,16384,1280,1280,1281,1280,1280,1280,1280,1280,1280,1280,1280,256,257,256
16384,16384,16384,16384,16384,16384,16384,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,256,256,256
16384,16384,16384,16384,16384,16384,16384,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,256,256,256
16384,16384,16384,16384,16384,16384,16384,12,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,41,41,41,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,256,256,256,41,41,41,41,41,41,41,41,41,41,41
16384,16384,16384,16384,16384,16384,16384,256,256,256,41,41,41,41,41,41,41,41,41,41,41
