8,8
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,9984,16384,16384,16384,16384,16384,16384,16384,16384,8192,16384
16384,16384,16384,16384,16384,16384,16384,19200,1793,1024,1024,1024,1024,1024,1024,0,0,1,0
16384,16384,16384,16384,16384,16384,16384,19200,1536,1024,1024,1024,1024,1024,1024,0,0,0,0
16384,16384,16384,16384,16384,16384,16384,19200,1280,1024,1024,1024,1024,1024,1024,0,0,0,0
16384,16384,16384,16384,16384,16384,16384,19200,1024,1024,1024,1024,1024,1024,1024,0,0,0,0
16384,16384,16384,16384,16384,16384,16384,19200,1024,1024,1024,768,512,256,0,0,0,0,0
16384,16384,16384,16384,16384,16384,16384,19200,1024,1024,1024,768,512,256,0,0,0,0,0
