0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,10,5,6,7,10,5,6,7,10,5,6,7,10,15,0,0,0,0
65,83,9,6,8,44,9,6,8,44,9,6,8,44,9,6,18,0,0,0
14,84,25,5,21,7,22,5,21,7,22,5,21,7,22,5,21,15,0,0
16,17,85,86,22,9,10,8,22,9,10,8,22,9,10,194,22,9,18,0
14,20,81,89,90,8,7,6,10,8,7,6,10,8,7,6,0,8,7,15
16,17,23,24,33,92,347,28,29,28,29,28,29,28,29,28,28,28,29,30
39,20,81,26,27,24,13,31,13,13,13,13,13,12,13,13,13,13,12,32
0,40,23,24,20,87,13,13,12,13,13,13,13,13,31,13,13,13,13,34
0,0,41,26,27,91,13,13,13,31,13,13,13,13,13,13,13,13,13,32
0,0,0,40,20,87,12,13,13,13,13,13,13,13,13,13,12,13,13,32
0,0,0,0,41,91,13,31,13,13,13,13,13,13,13,13,13,31,13,32
0,0,0,0,0,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43
