0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,75,75,75,76,75,76,74,74,18,11,12,11,11,12,18,74,74,18,74,75,75,18,74,75,75,75,18,74,75,75,75,77,74,75,74,74,75,75,75,74,74,74,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,75,75,75,75,75,75,74,74,75,74,18,18,12,11,12,18,74,75,75,74,75,75,75,74,77,74,75,74,74,75,74,75,75,74,75,75,18,76,75,75,75,76,74,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,75,74,75,75,75,75,74,74,74,74,75,74,74,18,77,12,11,18,74,75,74,74,74,75,74,74,18,77,74,77,74,74,74,74,74,74,75,74,77,75,75,74,75,75,77,11,11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,74,74,76,74,75,74,18,77,74,74,75,74,75,74,74,18,77,77,74,75,75,18,18,74,74,74,77,40,18,74,77,75,76,18,74,74,74,74,74,74,75,75,74,75,74,77,18,18,0,0,0,0,0,0,0,0,0,0,0
112,11,18,74,76,77,77,74,76,18,11,18,18,76,74,74,75,75,74,77,74,76,75,75,74,77,624,492,74,18,18,40,18,77,74,75,77,624,492,74,77,18,77,74,75,76,75,76,77,74,74,74,0,0,0,0,0,0,0,0,0,0
112,12,18,74,74,18,12,18,74,74,77,11,12,18,74,76,74,74,76,77,74,74,74,76,75,76,18,625,490,74,40,11,11,40,18,74,74,18,625,490,18,11,11,76,74,74,77,74,74,76,76,74,74,0,0,0,0,0,0,0,0,0
112,12,11,77,74,77,12,12,18,18,74,18,11,18,77,74,77,76,74,77,76,74,77,74,74,74,74,18,626,492,77,11,11,11,11,40,18,74,18,626,492,18,11,11,18,74,74,74,74,74,74,74,76,76,0,0,0,0,0,0,0,0
112,12,12,12,77,18,12,11,11,12,18,18,12,193,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,796,269,627,627,627,627,627,627,269,269,269,796,263,235,235,235,263,263,263,263,263,263,263,263,263,263,0,0,0,0,0,0,0
112,12,11,12,11,74,18,12,11,11,11,77,11,193,219,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0
112,12,11,77,11,18,18,12,11,11,12,18,18,193,219,219,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0
112,12,11,76,74,77,74,18,11,40,40,11,18,193,219,219,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,219,219,219,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,231,231,0,0,0,0,0
112,12,77,74,75,74,76,74,12,11,40,40,193,628,219,219,232,199,199,199,199,629,199,199,199,199,199,199,629,629,629,629,629,39,39,219,219,219,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0
112,77,18,74,75,75,75,74,18,12,40,11,193,219,219,219,232,11,0,797,263,261,18,74,18,74,18,18,18,18,12,40,40,39,39,219,219,219,39,39,39,199,199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,0,0,0,0
112,77,74,74,75,74,74,74,18,630,11,40,193,219,219,219,232,11,0,0,798,199,11,18,74,74,74,74,77,74,77,12,40,39,39,219,219,219,39,39,39,0,18,74,75,75,74,76,74,75,76,74,77,74,77,18,0,0,0,0,0,0
