8,8
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,18688,18688,18688,18688,18688,18688,18688,18688,16384,16384
16384,16384,16384,16384,16384,18688,1280,1280,1280,1280,1280,1280,1280,16384,16384
16384,16384,16384,16384,16384,18688,1280,1280,17408,17408,17408,17408,1282,9472,9478
16384,16384,16384,16384,16384,18688,1280,1280,17408,8192,8192,17408,1280,16384,16384
16384,16384,16384,16384,16384,18688,1280,1280,0,1,1,0,0,16384,16384
16384,16384,16384,16384,16384,18688,1280,1280,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,1280,1280,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,1280,1280,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,1024,1024,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,1024,1024,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,1024,1024,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,1024,1024,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,768,768,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,768,768,0,0,0,0,0,16384,16384
16384,16384,16384,16384,16384,18688,768,768,0,0,0,0,0,16384,16384
