0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,8,8,8,8,8,8,8,0,0,0,0,0
9,13,11,11,12,11,11,12,11,11,0,0,0,0
9,13,16,11,11,15,11,11,15,296,11,0,0,0
9,13,17,16,11,11,11,11,11,11,297,11,0,0
9,10,16,14,16,11,11,11,11,11,11,298,11,0
9,13,14,16,16,18,19,19,19,19,19,19,299,20
0,13,16,16,16,300,301,302,302,302,302,302,303,25
0,0,16,42,16,18,301,304,305,305,305,305,306,25
0,0,0,16,43,18,301,304,305,305,305,305,306,25
0,0,0,0,16,44,301,307,308,308,308,308,306,25
0,0,0,0,0,18,21,309,309,309,309,309,309,25
0,0,0,0,0,0,26,26,26,26,26,26,26,26
