0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95,27,27,27,95,0,0,0,0,0,0,0,0,0,0
0,31,27,29,27,27,29,0,0,0,0,0,0,0,0,0
30,34,31,29,27,29,27,27,0,0,0,0,0,0,0,0
30,34,34,31,27,27,29,29,27,0,0,0,0,0,0,0
30,34,34,37,31,27,29,29,27,27,0,0,0,0,0,0
30,34,34,34,65,42,43,43,43,43,43,0,0,0,0,0
30,34,34,34,37,56,45,45,48,45,45,0,0,0,0,0
0,37,34,34,34,46,48,45,45,45,45,0,0,0,0,0
0,0,34,37,34,46,45,45,45,45,45,0,0,0,0,0
0,0,0,34,65,46,45,45,45,45,45,0,0,0,0,0
0,0,0,0,34,56,45,45,45,45,45,0,0,0,0,0
0,0,0,0,0,46,45,45,48,45,45,0,0,0,0,0
0,0,0,0,0,0,45,45,45,51,51,0,0,0,0,0
0,0,0,0,0,0,87,45,45,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0
