0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0
19,392,20,49,243,121,243,121,243,50,197,0,0,0,0,0,0
19,124,21,22,23,245,23,245,23,245,129,3,0,0,0,0,0
19,258,133,3,22,23,247,23,247,23,247,129,3,0,0,0,0
19,258,383,7,557,25,558,559,558,560,138,249,139,561,0,0,0
19,132,383,385,148,261,10,10,10,148,261,145,145,393,0,0,0
0,24,135,385,148,262,10,10,10,148,262,10,10,33,0,0,0
0,0,22,7,148,262,10,10,10,148,262,10,10,10,10,10,0
0,0,0,22,148,262,148,149,58,58,262,10,10,10,10,10,0
0,0,0,0,33,262,148,262,59,59,59,10,10,33,33,33,0
0,0,0,0,0,0,33,262,10,10,10,10,10,33,0,0,0
0,0,0,0,0,0,0,0,33,33,33,33,33,33,0,0,0
