35,36,37,37,37,37,37,38,0,0,0,0,0,0,0,0
35,39,40,41,41,41,41,41,42,0,0,0,0,0,0,0
35,43,44,45,46,46,46,46,46,65,0,0,0,0,0,0
35,43,188,44,45,46,168,226,46,46,65,0,0,0,0,0
35,43,47,189,44,45,46,190,170,46,46,65,0,0,0,0
35,43,47,47,191,48,49,171,171,172,171,171,192,0,0,0
0,52,188,47,47,50,51,51,51,193,193,193,193,0,0,0
0,0,54,189,47,50,51,51,51,51,51,51,51,51,51,0
0,0,0,54,191,50,134,134,135,51,51,51,51,55,55,0
0,0,0,0,54,50,138,139,140,51,51,51,51,0,0,0
0,0,0,0,0,56,173,194,140,51,51,51,51,0,0,0
0,0,0,0,0,0,195,195,195,55,55,55,55,0,0,0
