9,10
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,16384,16384
16384,16384,17664,17152,17152,17152,17152,0,0,0,256,256,16384,16384
16384,16384,17664,17152,0,0,0,0,0,0,0,0,16384,16384
16384,16384,17664,17152,0,0,0,0,0,0,0,0,16384,16384
16384,16384,17664,0,0,0,0,0,256,256,0,2,8192,8198
16384,16384,17664,0,0,0,0,0,256,256,0,0,16384,16384
16384,16384,17664,256,256,256,0,0,0,0,0,0,16384,16384
16384,16384,17664,256,256,256,0,0,0,0,0,0,16384,16384
