0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,9,10,10,59,60,996,996,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,11,12,13,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,148,14,15,15,16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,148,997,998,999,999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,148,997,997,1000,1001,0,0,0,0,0,0,0,0
0,0,17,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,148,997,997,997,1002,0,0,0,0,0,0,0,0
0,19,392,20,49,50,1003,1003,1003,1003,1003,1003,1003,1004,49,1005,0,0,0,0,0,0,0,0,0,0,1006,1006,1006,1006,0,0,0,0,0,0,0,0
0,19,124,21,22,23,1007,58,58,58,58,58,58,58,1008,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,132,133,3,22,23,1009,1010,1010,1010,1010,1010,1010,1010,1008,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,24,135,7,3,25,1011,1009,1010,1010,1010,1010,1010,1010,1010,1008,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,124,125,7,52,26,1012,1012,1009,1010,1010,1010,1010,1010,1010,1010,261,1012,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,258,133,134,52,53,9,10,10,59,60,996,996,996,1014,59,59,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,258,133,7,136,53,10,10,10,10,11,12,13,13,27,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,132,133,7,52,141,10,10,10,10,11,12,13,13,27,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,24,135,7,52,53,10,10,10,10,11,12,13,13,27,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,124,125,7,52,53,10,10,10,10,11,12,13,13,27,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,258,133,134,52,53,10,10,10,10,11,12,13,13,27,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,132,133,7,134,53,10,10,10,10,11,12,13,13,27,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24,135,1015,7,136,149,58,58,58,58,14,15,15,16,58,58,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,125,1015,24,52,141,59,59,59,59,60,28,29,29,30,59,59,59,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,124,125,53,10,10,10,10,11,12,13,13,27,10,10,10,10,63,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,132,133,134,10,10,10,10,11,12,13,13,27,10,10,10,10,63,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,24,135,7,134,10,10,10,11,12,13,13,27,10,10,10,10,63,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,124,125,7,7,136,10,10,11,12,13,13,27,10,10,10,10,63,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,132,133,134,7,52,141,10,11,12,13,13,27,10,10,56,56,56,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,24,135,7,134,52,53,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,124,143,7,7,136,53,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,132,133,134,7,52,141,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,24,135,7,134,52,53,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,124,125,7,7,136,53,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,132,133,134,7,52,141,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,135,7,134,52,53,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,7,136,53,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,52,141,10,11,12,13,13,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,52,53,10,11,31,32,32,27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
