21,22,22,22,22,22,22,22,0,0,0,0,0,0,0
23,24,25,25,25,25,25,25,25,0,0,0,0,0,0
23,24,26,27,25,25,25,25,25,25,0,0,0,0,0
23,24,26,26,25,25,27,25,25,25,25,0,0,0,0
23,24,26,175,26,31,31,31,31,31,31,31,0,0,0
23,24,30,116,864,33,36,36,36,36,36,36,37,0,0
23,24,26,116,454,367,40,40,40,40,40,40,41,0,0
23,24,26,116,454,368,369,40,40,84,85,60,41,0,0
0,24,26,30,455,368,370,40,40,84,38,39,41,0,0
0,0,26,115,297,371,372,40,40,40,42,42,41,0,0
0,0,0,115,250,298,373,40,40,40,40,40,40,61,62
0,0,0,0,120,251,84,85,85,60,40,40,41,43,43
0,0,0,0,0,59,121,38,38,39,40,40,41,0,0
0,0,0,0,0,0,374,123,123,123,43,43,43,0,0
