12,8
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,512,512,16384,16384
16384,16384,16384,16384,16384,16384,512,514,8704,8710
16384,16384,16384,16384,16384,16384,512,512,16384,16384
16384,16384,16384,16384,16384,16384,512,512,16384,16384
16384,16384,16384,16384,16384,16384,512,512,16384,16384
16384,16384,16384,16384,16384,16384,512,512,16384,16384
16384,16384,16384,16384,16384,16384,512,512,16384,16384
16384,16384,16384,16384,16384,16384,512,512,16384,16384
16384,16384,16384,16384,16384,16384,256,256,16384,16384
16384,16384,16384,16384,16384,16384,8197,8197,16640,16384
16384,16384,16384,16384,16384,16384,16384,16384,16640,16384
