0,11
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,19712,19712,19712,19712,19712,19712,19712,11520,11520,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,10496,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712
16384,16384,16384,16384,16384,16384,16384,16384,16384,19712,19712,19712,19712,19712,19712,19712,3329,3329,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,2304,2304,2305,2304,2304,2304,2048,1792,1536,1280,1024,768,512,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,19712,19712,19712,19712,19712,19712,19712,3072,3072,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,2304,2304,2304,2304,2304,2304,2048,1792,1536,1280,1024,768,512,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,19712,19712,19712,19712,19712,19712,19712,2816,2816,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,19712,2304,2304,2304,2304,2304,2304,2048,1792,1280,1280,1024,768,512,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,19712,19712,19712,19712,19712,19712,19712,2560,2560,2304,2304,2304,2304,2304,2304,2304,1280,1280,17408,17408,17408,17408,17408,17408,17408,2048,2048,17408,17408,17408,17408,1280,1280,16640,16640,16640,16640,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,19712,19712,19712,19712,19712,19712,19712,2304,2304,2304,18688,18688,18688,18688,18688,2304,1280,1280,17408,17408,17408,17408,17408,17408,17408,1792,1792,17408,17408,17408,17408,1280,1280,16640,16640,16640,16640,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,18688,18688,18688,18688,2560,2304,2304,2304,2304,18688,18688,18688,18688,18688,2304,1280,1280,17408,17408,17664,17664,17664,17664,17664,1536,1536,1280,1280,17408,17408,1280,1280,16640,16640,16640,16640,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,2304,2304,2304,18688,18688,18688,18688,18688,2304,1280,1280,17408,17408,17664,17664,17664,17664,17664,1280,1280,1280,1280,17408,17408,1280,1280,16640,16640,16640,16640,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,2304,2304,2304,18688,18688,18688,18688,18688,2304,1280,1280,17408,17408,17664,17664,17664,17664,17664,1280,1280,1280,1280,17408,17408,1280,1280,16640,16640,16640,16640,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,10496,2308,2304,2304,2304,18688,18688,18688,18688,18688,2304,1280,1280,17408,17408,17664,17664,17664,17664,17664,1280,1280,1280,1280,17408,17408,1280,1280,16640,16640,16640,16640,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,2304,2304,2304,2304,2304,2304,2304,2304,2304,1280,1280,17408,17408,17664,17664,17664,17664,17664,1280,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,18176,18176,18176,18176,18176,18176,18176,1792,1792,1280,1280,17408,17408,17664,17664,17664,17664,17664,1280,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,18176,18176,18944,18944,18944,18944,18944,1792,1792,1280,1280,17408,17408,17664,17664,17664,17664,17664,1280,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,18176,18176,18944,18944,18944,18944,18944,1792,1792,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,18176,18176,18944,18944,18944,18944,9984,1796,1536,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,18688,19456,19456,19456,19456,19456,2304,18176,18176,18944,18944,18944,18944,18944,1792,1792,1280,1280,17408,17408,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,2560,19456,19456,10496,19456,19456,2304,18176,18176,18944,18944,18944,18944,18944,1792,1792,1280,1280,17408,17408,17664,17664,17664,17664,17664,17664,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,2304,2305,2304,2304,2304,2048,2048,2048,2048,2048,1792,1792,1792,1792,1280,1280,17408,17408,17664,17664,17664,17664,17664,17664,1280,1280,1280,17408,17408,1280,1280,17408,17408,17408,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,2304,2304,2304,2304,2304,2304,2304,2048,2048,1792,1792,1792,1792,1792,1792,1792,1280,1280,17408,17408,17664,17664,17664,17664,17664,17664,1280,1280,1280,17408,17408,1280,1280,17408,17408,8448,17408,17408,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,2048,2048,1536,1536,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,17664,17664,17664,17664,17664,17664,1280,1280,1280,17408,17408,1280,1280,256,256,257,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,1792,1792,1536,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,17664,17664,18432,18432,18432,18432,18432,1280,1280,17408,17408,1280,1280,256,256,256,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,1536,1536,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,17664,17664,18432,18432,18432,18432,18432,1280,1280,17408,17408,1280,1280,256,256,256,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,17664,17664,18432,18432,18432,18432,9472,1284,1280,17408,17408,1280,1280,16384,16384,256,256,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,17664,17664,18432,18432,18432,18432,18432,1280,1280,17408,17408,1280,1280,16384,16384,256,256,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,1280,1280,17408,17408,17408,17408,17408,17664,17664,18432,18432,18432,18432,18432,1280,1280,17408,17408,1280,1280,16640,256,256,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,21504,1280,1280,17408,17408,17408,17408,17408,17664,17664,18432,18432,18432,18432,18432,1280,1280,17408,17408,1280,1280,16640,256,256,256,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,17664,17664,18432,18432,18432,18432,9472,1284,1280,17408,17408,9472,9472,17152,17152,17152,512,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,1280,1280,1280,1280,1280,17408,17408,17664,17664,18432,18432,18432,18432,18432,1280,1280,17408,17408,1280,1280,1280,1280,1280,8704,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,1280,1280,1280,1280,1280,17408,17408,17664,17664,18432,18432,18432,18432,18432,1280,1280,17408,17408,1280,1280,1280,1280,1280,8704,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,17664,17664,17664,18432,18432,18432,18432,18432,18432,18432,18432,18432,18432,1280,1280,1280,1280,1280,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,1280,1280,1280,1280,1280,8704,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,17664,17664,17664,18432,18432,18432,18432,18432,18432,18432,18432,18432,18432,1280,1280,1280,1280,1280,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,17408,1280,1280,1280,1280,1280,8704,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,17664,17664,17664,18432,18432,18432,18432,18432,18432,18432,18432,18432,9472,1284,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17408,17408,1280,1280,1280,1280,1280,17152,256,256,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,17664,17664,17664,18432,18432,18432,18432,18432,18432,18432,18432,18432,18432,1280,1280,1280,1280,1280,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17408,17408,1280,16384,16384,16384,1280,17152,256,256,256
16384,16384,16384,16384,16384,8199,8204,8199,16384,17664,17664,17664,18432,18432,18432,18432,18432,18432,18432,18432,18432,18432,1280,1280,1280,1280,1280,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17408,17408,1280,16384,16384,16384,1280,8448,256,256,256
16384,16384,16384,16384,16384,8199,8199,8199,16384,17664,17664,17664,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17408,17408,1280,16384,16384,16384,1280,8448,256,256,256
16384,16384,16384,16384,16384,8199,8199,8199,16384,17664,17664,17664,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17664,17408,17408,1280,1280,1280,1280,1280,8448,259,259,256
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8448,8448,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8454,8454,16384
