0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,37,38,35,36,37,38,35,36,37,38,35,36,37,38,0,0,0,0,0,0,0,0,0,0
41,26,40,15,16,232,40,15,16,232,40,15,16,232,40,15,0,0,0,0,0,0,0,0,0
43,20,233,234,42,17,235,234,42,17,235,234,42,17,235,234,42,0,0,0,0,0,0,0,0
44,22,45,22,16,14,40,15,16,14,40,296,16,14,40,15,16,14,0,0,0,0,0,0,0
39,24,236,24,236,237,235,234,42,237,235,238,52,237,235,234,42,237,235,0,0,0,0,0,0
41,26,27,26,27,26,40,15,16,232,40,957,136,52,40,15,16,232,40,15,0,0,0,0,0
43,20,233,20,28,24,28,234,42,100,0,51,0,51,0,0,0,17,235,234,42,0,0,0,0
44,22,45,22,45,26,27,616,49,958,0,51,0,51,0,0,0,51,49,49,49,239,0,0,0
39,24,236,24,236,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
41,26,27,26,27,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
43,20,233,20,28,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
44,22,45,22,45,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
39,24,236,24,236,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
41,26,27,26,27,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,52,210,211,0
43,20,233,20,28,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,52,190,212,0
44,22,45,22,45,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,213,214,0
39,24,236,24,236,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
41,26,27,26,27,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
43,20,233,20,28,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
44,22,45,22,45,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
39,24,236,24,236,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
41,26,27,26,27,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
43,20,233,20,28,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
44,22,45,22,45,26,27,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
39,24,236,24,236,24,28,613,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
41,26,27,26,27,26,45,616,52,190,0,51,0,51,0,0,0,51,52,52,52,240,0,0,0
43,20,233,20,28,24,28,613,52,190,0,0,136,136,0,0,0,51,52,52,52,240,0,0,0
44,22,45,22,45,26,49,49,52,190,0,0,0,0,0,0,0,51,52,52,52,240,0,0,0
0,24,236,24,236,24,28,52,52,52,0,0,0,0,0,0,0,51,52,52,52,240,0,0,0
0,0,27,26,27,26,27,616,52,52,190,0,0,0,0,0,0,51,52,52,52,240,0,0,0
0,0,0,20,28,24,28,613,52,52,52,0,0,0,0,0,0,51,52,52,52,240,0,0,0
0,0,0,0,45,26,27,616,52,52,52,52,51,51,51,51,51,51,52,52,52,240,0,0,0
0,0,0,0,0,24,28,613,52,52,52,52,52,52,52,52,52,52,52,52,52,240,0,0,0
0,0,0,0,0,0,27,616,52,52,52,52,52,52,52,52,52,52,52,52,52,240,0,0,0
0,0,0,0,0,0,0,613,52,52,52,52,52,52,52,52,52,52,52,52,52,240,0,0,0
0,0,0,0,0,0,0,0,241,241,241,241,241,959,332,242,241,241,241,241,241,241,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,129,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,0,0
