11,11
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8448,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8449,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8448,16384,16384,16384,16384
16384,16384,16384,17152,17152,17152,512,17152,17152,17152,512,512,512,512,512,512,512,17152,16896,17152,512,512,17152,17152,512,256,256,256,256,17152,17152
16384,16384,16384,17152,17152,17152,512,512,512,512,512,512,512,512,512,512,512,17152,17152,512,512,512,512,512,512,256,256,256,256,17152,17152
16384,16384,16384,512,512,512,256,256,256,256,256,256,256,256,256,256,256,512,512,512,512,512,512,256,256,256,256,256,256,17152,512
16384,16384,16384,256,256,256,256,256,256,256,256,256,17152,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,256,256,17152,512,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,17152,512
8448,8452,8448,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,512,512
8448,8452,8448,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,512,512
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
16384,16384,16384,256,17152,512,256,256,256,256,256,256,256,512,512,256,256,256,256,256,17152,512,256,256,256,256,256,256,256,256,256
16384,16384,16384,17152,512,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,512,512,256,256,256,256,256,256,256,256,512
16384,16384,16384,17152,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,256,256,256,256,256
16384,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,256,256,256,256,256
16384,16384,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,256,256,256,256,512
8192,8196,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,256,256,256,256,512
8192,8196,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,256,256,256,256,256,256,256,256,512
16384,16384,16384,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,0,0,0,0,0,0,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,24576,24576,24576,24576,24576,24576,24576,24576,24576,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,24576,24576,24576,24576,24576,24576,24576,24576,24576,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,24576,24576,24576,24576,24576,24576,24576,24576,24576,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,256,17152,512
16384,16384,16384,24576,24576,24576,24576,24576,24576,24576,24576,24576,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,17152,512,512
16384,16384,16384,24576,24576,24576,24576,24576,24576,24576,24576,24576,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,17152,512,512
16384,16384,16384,24576,24576,24576,24576,24576,24576,24576,24576,24576,8192,8192,8192,0,0,0,0,0,256,256,256,256,256,256,256,256,17152,512,512
16384,16384,16384,24576,24576,24576,24576,24576,24576,24576,24576,24576,8192,8192,8192,3,3,0,0,0,256,256,256,259,259,256,256,256,17152,512,512
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8192,8192,16384,16384,16384,16384,16384,16384,8448,8448,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8198,8198,16384,16384,16384,16384,16384,16384,8454,8454,16384,16384,16384,16384,16384,16384
