0,4,5,0,8,926,232,0,927,0,0,0,0,0
0,4,7,0,63,64,128,47,0,93,0,0,0,0
0,0,7,0,0,65,1,204,46,150,0,0,0,0
0,0,0,0,0,50,207,928,94,929,0,0,0,0
0,0,0,0,3,52,53,66,930,0,0,0,0,0
0,0,0,90,0,55,56,17,67,931,0,0,0,68
0,4,0,407,92,69,57,17,18,0,0,0,0,0
0,4,7,155,409,70,71,20,58,0,0,0,0,0
0,0,7,0,157,70,72,72,72,0,0,0,0,0
0,0,0,0,2,73,48,106,74,75,0,0,0,0
0,0,0,0,0,0,76,77,110,78,0,0,0,0
0,0,0,0,0,135,0,79,111,80,81,0,0,0
0,0,0,0,0,0,137,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
