21,22,22,22,22,22,22,22,0,0,0,0,0,0
23,24,25,27,25,25,25,25,27,0,0,0,0,0
23,24,26,25,25,25,25,27,25,159,0,0,0,0
23,24,30,26,27,25,27,114,114,932,82,0,0,0
23,24,26,26,30,31,31,31,933,933,934,82,0,0
23,24,26,26,26,33,34,35,36,935,935,936,83,0
23,24,30,26,30,33,38,39,40,937,938,938,226,0
23,24,26,26,26,33,38,39,40,40,40,40,41,0
0,24,26,30,26,33,42,42,40,40,40,40,41,0
0,0,30,26,26,33,40,40,40,40,40,40,41,0
0,0,0,26,26,33,84,85,85,60,40,40,41,0
0,0,0,0,26,33,84,38,38,39,40,40,41,0
0,0,0,0,0,33,40,42,42,42,40,40,41,0
0,0,0,0,0,0,43,43,43,86,41,43,43,0
0,0,0,0,0,0,0,0,0,87,41,0,0,0
0,0,0,0,0,0,0,0,0,0,43,0,0,0
