21,22,22,22,22,22,22,22,0,0,0,0,0,0,0
23,24,27,25,25,25,25,25,25,0,0,0,0,0,0
23,24,26,25,25,27,25,25,27,25,0,0,0,0,0
23,24,26,26,25,27,25,25,25,25,25,0,0,0,0
23,24,26,116,653,31,31,31,31,31,31,31,0,0,0
23,24,26,116,454,367,36,36,36,36,36,36,37,0,0
23,24,30,116,454,368,369,40,40,40,40,40,40,61,62
23,24,26,26,455,368,370,40,40,40,40,40,40,40,41
23,24,26,26,26,371,372,40,84,85,85,60,41,43,43
23,24,26,26,26,33,373,40,84,38,38,39,41,0,0
0,24,26,26,26,33,40,40,40,42,42,42,41,0,0
0,0,30,26,26,33,40,40,40,40,40,40,41,0,0
0,0,0,26,26,33,40,40,40,40,40,40,41,0,0
0,0,0,0,26,33,85,85,60,40,40,40,41,0,0
0,0,0,0,0,33,38,38,39,40,40,40,41,0,0
0,0,0,0,0,0,123,123,123,43,43,43,43,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,24,0,0,0,0,0,0,0,0,0,0,0,0
0,23,24,26,0,0,0,0,0,0,0,0,0,0,0
0,23,24,26,26,0,0,0,0,0,0,0,0,0,0
0,0,24,26,26,26,0,0,0,0,0,0,0,0,0
0,0,0,30,26,26,33,0,0,0,0,0,0,0,0
0,0,0,0,26,26,33,40,0,0,0,0,0,0,0
0,0,0,0,0,26,33,85,85,0,0,0,0,0,0
0,0,0,0,0,0,33,38,38,39,0,0,0,0,0
0,0,0,0,0,0,0,123,123,123,43,0,0,0,0
