0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,26,5,56,56,55,5,24,56,26,5,56,56,55,5,24,26,5,56,56,55,5,24,1,0,0,0,0,0,0,0,0,0,0,0
178,521,24,23,8,24,56,5,26,24,24,23,8,24,56,5,26,24,23,8,24,56,5,26,3,0,0,0,0,0,0,0,0,0,0
157,82,112,55,5,6,5,23,55,23,5,55,5,6,5,23,55,23,55,5,6,5,23,55,23,1,0,0,0,0,0,0,0,0,0
59,183,88,58,6,26,25,55,5,8,6,55,6,26,25,55,5,8,6,6,26,25,55,5,8,6,3,0,0,0,0,0,0,0,0
57,161,241,182,61,461,56,23,23,6,23,24,23,24,56,23,23,6,23,24,24,56,23,23,6,23,24,1,0,0,0,0,0,0,0
57,60,82,215,162,83,84,452,6,24,25,26,56,24,25,8,6,24,25,26,56,25,8,6,24,25,26,56,3,0,0,0,0,0,0
178,521,172,191,35,83,84,83,84,451,451,451,452,55,56,56,26,55,56,55,25,55,56,26,863,6,55,25,55,1,0,0,0,0,0
157,82,112,232,183,83,117,92,84,69,69,69,83,117,23,8,26,5,26,8,25,6,23,864,8,555,147,25,6,23,3,0,0,0,0
59,183,88,58,453,83,117,413,98,92,92,92,92,117,118,452,56,8,23,24,56,26,56,8,865,146,72,147,26,56,8,1,0,0,0
57,161,241,182,61,83,117,413,117,229,98,98,98,98,118,83,84,451,452,25,5,23,24,55,26,588,148,149,150,24,55,26,3,0,0
57,60,82,215,162,83,117,413,117,118,93,93,93,93,93,83,84,69,83,611,167,167,173,167,866,173,867,612,153,548,547,56,25,1,0
178,521,172,191,35,83,117,118,613,118,589,589,589,589,69,83,84,69,83,611,30,30,30,30,30,30,30,614,868,30,239,58,5,6,0
157,82,112,232,183,83,117,118,83,84,590,589,589,589,69,83,84,69,83,611,30,30,30,30,30,30,30,30,30,30,239,453,326,23,0
59,183,88,58,453,83,117,118,83,84,83,84,589,589,69,83,84,69,83,611,30,30,30,30,30,30,30,30,30,30,239,61,112,521,0
57,161,241,182,61,83,117,118,83,117,92,84,589,589,69,83,84,69,83,611,30,30,30,30,550,30,30,30,30,30,239,340,166,241,0
157,60,82,215,162,83,117,118,83,117,118,591,589,589,69,83,84,69,83,611,518,30,30,30,30,175,175,175,175,175,239,10,50,182,0
144,183,172,191,35,83,117,118,83,117,118,615,615,615,69,83,84,69,83,611,30,175,175,175,516,369,164,369,164,369,238,28,58,151,0
33,234,189,232,183,83,117,118,83,117,616,227,227,227,227,92,84,69,83,611,516,164,369,164,369,869,637,637,637,637,870,5,96,183,0
0,34,10,520,456,92,117,118,83,117,871,872,93,93,93,97,98,92,92,611,239,873,637,637,637,637,69,69,69,69,83,168,26,166,0
0,0,36,58,151,195,97,118,83,117,118,874,875,875,875,876,84,97,98,98,877,878,69,69,69,69,69,69,69,69,83,58,38,8,0
0,0,0,34,326,58,92,84,83,117,118,69,69,69,69,83,84,875,722,93,93,637,69,69,383,879,879,879,879,879,880,169,61,77,0
0,0,0,0,36,96,326,93,83,117,118,69,69,69,69,83,84,69,83,881,879,879,879,879,0,617,617,617,617,617,157,882,228,10,0
0,0,0,0,0,34,166,92,92,117,118,69,69,69,69,83,84,69,83,611,30,617,617,617,617,30,30,30,30,30,618,61,883,326,0
0,0,0,0,0,0,36,112,93,97,118,69,69,69,69,83,84,69,83,611,30,30,30,30,30,30,30,30,30,30,884,340,166,885,0
0,0,0,0,0,0,0,99,73,94,84,69,69,69,69,83,84,69,83,611,30,30,30,30,30,30,30,30,30,30,886,10,50,182,0
0,0,0,0,0,0,0,0,0,0,99,73,73,73,73,122,84,69,83,611,30,30,30,30,30,30,30,30,30,30,887,28,58,151,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,73,94,611,30,30,30,30,30,30,30,30,30,30,888,453,96,183,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,522,522,522,522,522,522,522,522,522,522,598,61,112,166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,734,619,0
