8,8
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,17152,16384
16384,16384,16384,8197,8197,256,256,256,256,256,256,256,256,256,256,17152,16384
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,17152,16384
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,17152,16384
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,17152,16384
16384,16384,16384,17152,256,256,256,256,256,256,256,256,256,256,256,17152,16384
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,1541,1541
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,1280,1280
16384,16384,16384,17152,256,256,256,256,256,256,256,256,256,256,256,1024,1024
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,768,768
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,512,512
16384,16384,16384,17152,256,256,256,256,256,256,256,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,256,256,256,256,256,256,256,256,256,256
