0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,22,44,9,6,22,44,15,0,0,0,0,0,0,0
192,27,8,7,21,10,8,7,18,0,0,0,0,0,0
160,193,105,10,6,22,343,1006,6,15,0,0,0,0,0
102,25,68,149,22,7,344,345,1007,7,18,0,0,0,0
185,66,17,25,158,44,6,346,264,1007,6,15,0,0,0
192,27,158,195,26,144,253,165,88,88,253,268,0,0,0
160,193,105,114,83,20,13,13,13,13,13,32,0,0,0
102,25,68,149,87,69,13,13,13,13,13,32,0,0,0
185,66,17,25,158,27,13,13,13,13,13,32,0,0,0
192,27,158,195,26,144,13,13,13,13,13,32,0,0,0
160,193,105,114,83,20,13,13,13,13,13,32,0,0,0
102,25,68,149,87,69,109,109,109,109,109,109,15,0,0
185,66,17,25,158,27,157,117,117,117,117,117,118,0,0
192,27,158,195,26,144,33,13,13,13,13,13,32,0,0
160,193,105,114,83,20,108,13,13,13,13,13,32,0,0
102,25,68,149,87,69,126,13,13,13,13,13,32,0,0
185,66,17,25,158,27,157,13,13,13,13,13,32,0,0
192,27,158,195,26,144,33,13,13,13,13,13,32,0,0
160,193,105,114,83,20,108,109,109,109,109,109,109,15,0
102,25,68,149,87,69,126,148,117,117,117,117,117,118,0
185,66,17,25,158,27,157,239,13,13,13,13,13,32,0
192,27,158,195,26,144,33,108,13,13,13,13,13,32,0
160,193,105,114,83,20,108,161,13,13,13,13,13,32,0
102,25,68,149,87,69,126,148,13,13,13,13,13,32,0
39,66,17,25,158,27,157,239,13,13,13,13,13,32,0
0,40,158,195,26,144,33,108,109,109,109,109,109,109,15
0,0,41,114,83,20,108,161,33,117,117,117,117,117,118
0,0,0,40,87,69,126,148,104,13,13,13,13,13,32
0,0,0,0,41,27,157,239,108,13,13,13,13,13,32
0,0,0,0,0,40,33,108,293,13,13,13,13,13,32
0,0,0,0,0,0,41,161,33,13,13,13,13,13,32
0,0,0,0,0,0,0,40,104,13,13,13,13,13,32
0,0,0,0,0,0,0,0,71,43,94,13,37,43,43
0,0,0,0,0,0,0,0,0,0,95,13,37,0,0
0,0,0,0,0,0,0,0,0,0,0,38,38,0,0
