6,7
16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,8960,8960,16384,16384
16384,16384,16384,768,768,769,769,768,768
16384,16384,16384,768,768,768,768,768,768
16384,16384,16384,768,768,768,768,768,768
16384,16384,16384,768,768,768,768,768,768
16384,16384,16384,768,768,768,768,768,768
16384,16384,16384,768,768,768,768,768,768
16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,512,512,512,512,512,512
16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,256,256,256,256,256,256
16384,16384,16384,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0
16384,16384,16384,0,0,0,0,0,0
16384,16384,16384,0,0,3,3,0,0
16384,16384,16384,16384,16384,8192,8192,16384,16384
16384,16384,16384,16384,16384,8198,8198,16384,16384
