0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0
23,24,25,25,25,25,27,25,25,25,25,0,0,0,0,0,0
23,24,26,25,25,25,25,25,25,25,27,25,0,0,0,0,0
23,24,702,26,25,25,25,25,25,27,25,25,25,0,0,0,0
23,24,172,703,702,31,31,31,31,31,31,31,31,31,0,0,0
23,248,172,173,26,702,702,36,36,36,36,36,36,36,37,0,0
23,248,249,187,26,33,702,702,702,40,40,40,40,40,41,0,0
23,248,249,396,704,33,40,40,188,189,189,189,189,190,41,0,0
23,24,26,397,398,367,40,40,188,191,192,192,192,193,41,0,0
0,24,26,400,401,368,369,40,188,191,192,192,192,193,40,61,62
0,0,30,26,402,368,370,40,188,403,194,194,195,193,41,43,43
0,0,0,30,26,371,372,40,188,403,196,196,197,193,41,0,0
0,0,0,0,26,33,373,40,188,191,198,198,198,193,41,0,0
0,0,0,0,0,33,40,40,188,199,200,200,200,193,41,0,0
0,0,0,0,0,0,43,43,43,201,201,201,201,201,43,0,0
