12,0,0,0,0,0,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,0,0,0,0,13,1002,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,19,20,21,21,21,1003,1002,22,21,21,21,23,0,0,0,0,0,0,0,0,0,0,0
16,17,24,25,25,25,250,1002,1002,26,25,25,27,0,0,0,0,0,0,0,0,0,0,0
16,19,24,25,25,25,25,1004,1004,26,28,29,29,0,0,0,0,0,0,0,0,0,0,0
16,30,31,25,25,28,29,29,29,29,29,31,32,33,0,0,0,0,0,0,0,0,0,0
12,19,19,29,29,29,1005,43,43,136,136,136,29,29,0,0,0,0,0,0,0,0,0,0
12,17,34,17,136,136,43,19,136,136,136,136,43,136,241,0,0,0,0,0,0,0,0,0
0,17,19,34,30,136,136,43,17,136,136,43,43,43,43,136,0,0,0,0,0,0,0,0
0,0,19,34,17,30,136,136,354,19,136,136,136,136,136,43,43,0,0,0,0,0,0,0
0,0,0,34,17,19,20,35,43,19,34,136,136,43,43,43,136,43,0,0,0,0,0,0
0,0,0,0,34,19,31,28,1005,43,19,34,43,43,136,136,136,43,43,0,0,0,0,0
0,0,0,0,0,17,34,29,1005,19,43,34,132,136,43,44,43,136,136,43,0,0,0,0
0,0,0,0,0,0,19,34,136,19,132,43,132,138,43,136,43,136,44,44,43,0,0,0
0,0,0,0,0,0,0,19,132,43,34,138,43,138,17,43,136,43,136,43,43,43,0,0
0,0,0,0,0,0,0,0,19,138,136,34,138,43,138,20,32,36,32,32,36,32,37,0
0,0,0,0,0,0,0,0,0,17,138,136,34,24,36,36,25,25,25,25,25,25,1006,0
0,0,0,0,0,0,0,0,0,0,19,17,43,24,248,248,25,25,25,25,25,25,1006,0
0,0,0,0,0,0,0,0,0,0,0,34,20,32,248,1002,1002,1007,25,25,25,25,1006,0
0,0,0,0,0,0,0,0,0,0,0,0,24,25,25,1004,1002,1002,1008,25,25,25,1006,0
0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,141,1009,1002,1010,141,141,141,141,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1002,1010,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0
