10,11
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,512,512,512,1280,1024,768,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,512,512,512,1280,1024,768,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,512,512,512,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,512,512,512,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,512,512,512,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,512,512,512,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,8704,516,512,512,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,8704,516,512,512,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,512,512,512,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,512,512,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,7,7,7,7,7,7,515,515,512,512,512,512,512,512
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8704,8704,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,16384,8710,8710,16384,16384,16384,16384,16384,16384
