0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,336,336,0,0,0,0,0,0,0,0,0,336,336,337,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,310,0,0,0,0,0,0,0,0,0,310,338,0,0,0,619,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,338,0,0,0,0,0,0,0,0,0,310,0,0,0,411,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,339,339,411,0,0,0
0,0,0,0,0,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,411,0,0,0
0,0,311,0,0,339,339,339,339,430,430,430,430,430,430,430,430,430,430,430,430,430,430,339,339,339,339,339,339,339,411,0,0,0
0,0,311,430,430,430,430,430,430,203,302,302,302,302,302,302,302,302,302,302,302,302,568,340,430,430,430,430,430,430,411,0,0,0
247,341,341,342,302,302,302,302,302,302,307,307,307,307,307,307,307,307,307,307,307,307,307,302,302,302,302,302,302,302,302,303,304,0
247,341,341,341,341,307,307,307,307,307,307,307,343,274,274,274,274,274,274,274,274,580,307,307,307,307,307,307,307,307,307,307,308,0
0,253,344,274,274,274,274,274,274,274,274,274,274,509,0,339,339,339,339,339,339,345,274,274,274,274,274,274,274,274,309,253,253,0
0,0,311,339,339,339,339,339,339,339,339,339,339,339,339,0,0,410,339,339,339,339,339,339,339,339,339,339,339,339,411,0,0,0
0,0,311,339,339,339,339,0,339,290,339,339,339,410,339,0,0,410,410,339,339,339,290,0,0,0,0,339,339,339,411,0,0,0
0,0,311,339,339,339,290,0,0,339,290,339,410,410,290,410,339,410,410,339,339,410,290,0,0,0,0,339,339,339,411,0,0,0
0,0,0,0,339,290,410,410,339,339,339,339,410,410,290,339,290,339,339,339,339,410,290,290,0,0,0,339,339,339,411,0,0,0
0,0,0,0,339,339,339,410,410,339,410,410,339,339,290,339,339,339,339,339,339,339,339,339,339,410,339,339,339,339,411,0,0,0
0,0,0,0,339,339,339,410,339,410,410,339,339,339,339,269,265,265,268,265,269,265,265,265,268,269,268,269,268,269,269,0,0,0
0,0,0,0,339,339,290,339,290,410,339,339,339,339,339,267,346,346,346,346,346,427,347,427,347,347,427,347,427,347,427,346,0,0
0,348,310,349,339,339,339,339,339,339,339,339,265,268,265,267,299,299,233,297,298,299,299,233,297,298,299,299,233,297,298,299,0,0
0,348,310,349,431,339,290,410,410,339,339,339,267,346,346,346,252,235,246,300,252,252,235,246,300,252,252,235,246,300,252,621,622,623
0,348,310,349,0,0,339,290,339,265,268,269,267,235,301,301,301,301,235,301,301,301,301,235,301,301,301,301,235,301,235,252,350,624
0,348,310,349,0,0,0,339,339,267,346,346,346,221,238,351,305,226,305,238,351,305,226,305,238,351,305,226,305,238,351,301,254,254
0,0,310,349,0,0,0,339,339,267,238,294,293,238,221,238,294,352,222,222,222,296,353,222,222,222,296,353,222,222,222,625,0,0
0,0,449,620,431,339,339,339,339,267,238,295,295,237,227,240,295,237,239,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0
0,0,0,248,248,248,248,248,248,267,235,298,299,299,233,297,298,299,626,225,225,225,225,225,225,225,225,225,225,225,225,354,0,0
0,0,0,0,0,0,0,0,0,0,222,222,222,222,296,627,627,627,627,249,249,249,249,249,249,249,249,249,249,249,249,249,0,0
