0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,3,4,0,5,0,4,0,3,4,0,4,0,3,4,0,3,0,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,70,71,8,7,117,0,115,8,0,9,0,117,0,71,8,0,8,0,7,116,0,70,0,71,8,0,0,71,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,0,0,6,11,0,0,11,0,11,0,0,11,72,0,0,0,122,0,121,0,0,12,0,122,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,19,0,0,10,14,0,0,14,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,0,0,0,0,185,0,80,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,3,4,3,4,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73,74,21,0,0,0,0,0,0,79,0,640,359,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,115,8,7,117,0,7,116,0,0,0,0,7,117,0,0,0,0,0,0,0,0,0,0,0
0,0,0,76,77,0,0,0,0,0,0,79,319,641,360,162,0,82,0,0,0,0,0,0,0,0,0,274,274,274,0,0,0,0,0,121,0,0,122,0,0,0,11,0,0,11,0,122,0,0,0,0,0,0,0,0,0,0
0,0,81,74,0,0,0,0,0,0,0,158,642,643,360,644,162,79,0,0,0,0,0,0,0,0,274,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0
0,0,25,83,77,0,0,0,0,0,0,0,158,0,360,644,644,645,0,0,0,0,0,0,0,361,0,362,646,0,0,0,0,0,274,274,274,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0
0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,644,644,647,363,0,0,0,0,0,0,364,360,0,648,0,0,0,0,274,323,0,0,0,0,0,0,0,0,0,9,0,1,2,0,115,8,0,0,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,644,649,650,359,0,0,0,0,0,364,359,0,0,0,0,0,361,0,362,646,0,0,0,0,0,274,274,274,0,12,11,0,6,11,121,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,131,131,131,131,319,319,651,651,651,647,365,360,162,0,0,0,0,364,359,0,0,0,0,0,364,360,0,648,0,0,0,0,274,318,0,0,0,0,0,14,0,10,14,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,132,132,343,366,325,652,653,654,655,325,367,644,162,0,0,0,364,359,0,0,0,0,0,364,359,0,0,0,0,0,361,0,362,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28,28,28,28,28,28,28,28,333,333,333,333,333,367,644,657,658,131,131,368,359,0,0,0,0,0,364,359,0,0,0,0,0,364,360,0,648,0,0,0,0,274,323,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,369,369,369,644,659,660,370,132,132,0,0,0,0,0,0,364,359,0,0,0,0,0,364,359,0,0,0,0,0,361,0,362,646,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,369,369,369,661,333,662,371,28,0,0,663,131,131,131,664,359,0,0,0,0,0,364,359,0,0,0,0,0,364,360,0,648,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,369,369,369,369,372,144,144,0,0,373,665,132,132,132,0,0,0,0,0,0,364,359,0,0,0,0,0,364,359,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,369,369,369,144,144,144,144,0,28,28,28,28,28,0,0,663,131,131,131,664,359,0,0,0,0,0,364,359,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,369,369,369,144,144,144,144,0,0,0,0,0,0,0,373,665,132,343,132,0,0,0,0,0,0,364,359,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,369,369,372,144,144,144,144,0,0,0,0,0,0,28,28,28,28,28,0,0,663,131,131,131,364,359,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,369,372,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,373,665,343,132,666,359,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,372,144,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,359,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,144,144,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,374,374,374,374,374,374,374,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
