0,0,0,0,0,871,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,873,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,877,878,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,879,880,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,879,880,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,50,881,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,331,883,875,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,879,878,0,0,0,0,875,876,0,0,0,0,875,885,50,331,886,887,888,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,173,890,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,892,0,0,0,0,893,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,895,875,876,0,0,0,0,896,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,898,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,878,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,884,899,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,879,878,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,900,901,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,879,878,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,173,890,891,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,879,878,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,893,894,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,879,880,0,0,0,0,879,880,0,0,0,895,875,876,0,0,0,0,896,902,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,876,0,898,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,884,899,0,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,900,901,0,0,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,173,890,891,0,0,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,893,894,0,0,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,895,875,876,0,0,0,0,896,902,0,0,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,898,0,0,875,876,0,0,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,876,172,0,0,0,875,876,172,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,879,878,0,0,0,0,875,876,0,1,0,0,875,903,0,0,0,0,904,905,173,0,0,0,904,905,173,0,0,0,906,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,882,899,0,0,907,908,905,909,0,0,907,908,905,909,0,0,173,890,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,172,908,892,0,910,0,173,908,892,0,0,0,173,908,892,0,0,0,0,893,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,879,878,0,0,0,895,875,876,0,0,0,2,875,876,0,0,0,2,875,876,0,0,0,2,875,876,0,0,0,0,896,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,876,0,898,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,884,899,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,879,878,0,0,0,0,879,878,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,900,901,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,912,0,0,0,895,911,912,0,0,0,895,911,912,0,0,0,0,913,876,0,0,0,173,890,891,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,915,0,0,0,0,914,915,0,0,0,0,914,915,0,0,0,0,916,876,0,0,0,0,893,894,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,897,0,0,0,0,896,902,0,0,0,0,896,902,0,0,0,895,875,876,0,0,0,0,896,902,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,878,0,0,0,0,875,876,0,0,0,0,875,876,0,0,0,0,875,876,0,898,0,0,875,876,0,0,0,0,879,878,0,0,0,0,0,0,0,0,0,0,0
