0,12,12,124,1,0,0,0,0
0,2,576,577,578,1,0,0,0
13,2,0,125,47,126,3,0,0
13,2,0,0,0,0,128,1,0
13,2,0,0,0,0,0,130,0
13,2,0,0,0,0,0,0,131
13,2,0,0,0,0,0,0,22
13,2,0,0,0,0,0,0,16
13,2,0,0,0,0,0,0,16
13,2,0,0,0,0,0,0,16
0,2,0,0,0,0,0,0,22
13,2,0,0,0,0,0,139,16
13,2,0,0,0,0,0,0,22
13,4,0,0,0,0,0,0,22
13,2,0,0,0,0,0,0,22
0,2,0,0,0,0,0,139,16
13,2,0,0,0,0,0,0,22
13,2,0,0,0,0,0,0,22
13,2,0,0,0,0,139,506,22
13,2,0,0,0,0,0,0,22
0,2,0,0,0,0,0,0,22
13,2,0,0,0,0,0,0,16
13,2,0,0,0,0,0,0,16
0,2,0,0,0,0,0,0,16
0,4,0,0,0,0,0,0,22
0,4,0,0,0,0,0,0,22
13,2,0,0,0,0,0,0,22
0,2,0,0,0,0,0,0,16
0,2,0,0,0,0,0,0,22
0,49,0,0,0,0,0,0,22
0,0,45,0,0,0,0,0,16
0,0,0,49,0,0,0,20,16
0,0,0,0,45,0,0,0,22
0,0,0,0,0,0,17,14,22
0,0,0,0,0,17,19,14,18
0,0,0,0,0,0,412,21,22
0,0,0,0,0,0,0,15,0
