256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,257,256,256,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272
256,256,256,256,256,256,256,256,256,256,256,256,256,256,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292
256,256,256,256,256,256,256,256,256,256,256,256,256,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,256,256,310,311
256,256,256,256,256,256,256,256,256,312,256,313,314,315,316,256,317,318,319,320,321,322,323,324,325,326,327,328,329,330,256,331,332,333
334,335,256,256,256,256,256,256,336,337,338,339,340,341,342,343,344,345,346,256,347,348,349,350,351,352,353,354,355,356,357,358,359,256
360,361,362,363,256,256,256,256,364,365,366,256,367,368,369,370,371,256,372,256,256,256,373,374,375,376,256,256,377,378,379,380,256,256
256,381,361,382,383,384,385,386,387,256,388,256,389,256,390,391,392,393,394,256,256,256,256,256,395,396,256,256,256,397,398,399,256,256
256,400,361,256,401,402,403,404,405,256,406,407,408,2391,409,410,411,256,256,256,256,256,256,256,256,256,256,256,256,256,412,413,256,256
256,414,361,415,416,417,418,419,420,421,422,423,424,425,426,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,427,428,429,256
256,430,361,4511,431,432,433,434,435,436,437,438,439,440,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
256,430,441,256,442,443,444,445,446,447,439,448,449,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
256,450,451,452,453,454,455,456,457,458,459,460,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
461,462,463,464,465,466,467,468,469,470,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
471,472,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256
