10,7
16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,16384,16384,16384,16384,16384
16384,16384,16384,16384,17920,17664,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,258,8448,8454
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,17664,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,256,16384,16384
16384,16384,16384,16384,17920,256,258,8448,8454
16384,16384,16384,16384,17920,256,256,17152,16384
16384,16384,16384,16384,17920,256,256,17152,16384
16384,16384,16384,16384,17920,8197,8197,16896,16384
16384,16384,16384,16384,17920,16384,16384,16896,16384
16384,16384,16384,16384,16384,16640,16640,16640,16384
