0,0,0,0,0,0,0,0,0,0,0
17,48,18,0,0,0,0,0,0,0,0
19,20,21,123,0,0,0,0,0,0,0
19,124,125,3,23,0,0,0,0,0,0
19,258,133,134,3,23,0,0,0,0,0
19,258,383,7,136,26,140,0,0,0,0
19,258,133,384,52,141,491,492,0,0,0
19,132,383,7,385,53,12,27,0,0,0
19,24,135,384,52,53,12,27,0,0,0
19,124,125,7,385,53,12,27,0,0,0
19,258,133,134,52,53,12,27,10,10,0
19,132,383,7,136,493,12,27,33,33,0
19,24,135,384,52,141,12,27,0,0,0
19,124,125,7,385,53,12,27,0,0,0
19,258,133,134,52,53,12,27,0,0,0
19,258,133,7,136,53,12,27,0,0,0
19,132,133,7,52,141,12,27,0,0,0
19,24,135,7,52,53,12,27,0,0,0
19,124,125,7,52,53,12,27,0,0,0
0,258,133,134,52,53,12,27,10,10,0
0,0,133,7,136,53,12,27,33,33,0
0,0,0,7,52,141,12,27,0,0,0
0,0,0,0,52,443,494,495,0,0,0
0,0,0,0,0,443,24,496,444,0,0
0,0,0,0,0,0,293,497,0,0,0
