0,1,1,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0
0,2,0,65,225,0,0,0,0,0,0
0,2,0,0,68,228,0,0,0,0,0
0,2,0,0,0,70,234,74,0,0,0
0,2,0,0,0,0,46,45,4,0,0
0,2,0,0,0,0,77,0,4,0,0
0,2,0,0,0,0,77,0,4,0,0
0,2,0,65,99,0,77,0,295,1,0
0,2,0,0,68,104,77,0,8,8,4
0,2,0,0,0,70,111,0,4,0,0
0,2,0,0,0,0,46,45,4,0,0
0,2,0,0,0,0,77,0,4,0,0
0,2,0,0,0,0,77,0,4,0,0
0,2,0,92,0,0,77,0,4,0,0
0,2,0,101,98,0,77,0,4,0,0
0,2,0,0,106,103,77,0,4,0,0
0,2,0,0,0,110,486,0,295,1,0
0,0,0,0,0,0,77,487,8,8,4
0,0,0,0,0,0,77,441,488,0,0
0,0,0,0,0,0,77,442,489,0,0
0,0,0,0,0,0,0,0,490,0,0
0,0,0,0,0,0,8,453,176,100,0
0,0,0,0,0,0,0,418,418,183,0
