0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,946,0,0,0,0,0,0,0,0,0,386,947,387,0,0,0,0,387,0,387,0,0,0,0,0,387,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0
0,946,388,0,0,0,0,0,0,0,389,0,14,0,305,282,387,0,0,305,0,305,0,282,387,0,0,305,282,387,0,0,305,282,0,0,0,0,0,0,0,0,0
0,0,948,0,0,0,0,0,0,0,0,390,0,0,0,305,283,305,0,0,88,282,164,0,283,106,106,0,164,283,305,0,164,0,283,391,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,106,0,0,0,305,393,283,0,0,283,283,0,305,0,0,0,283,164,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,106,106,106,0,0,106,106,106,106,106,106,88,106,106,106,106,106,106,106,106,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,282,0,0,395,395,395,0,71,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,14,0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69,71,71,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0,0,0,0,0
0,950,0,0,0,0,0,0,0,0,0,0,0,0,87,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0,71,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0,0,71,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0,396,537,69,69,69,16,0,16,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,67,87,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,396,0,0,0,0,0,0,67,0,0,0,0
0,0,0,0,0,0,0,397,0,0,0,0,0,145,65,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,398,65,0,0,0,0,67,67,0,65,0,0,0
0,0,0,0,0,0,0,0,399,0,0,269,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,69,69,16,0,0,0,0,0,65,65,0,0,0,0
0,0,0,0,0,0,0,0,0,400,0,15,106,161,393,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69,69,16,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,401,0,952,106,952,87,402,106,106,106,661,0,0,0,0,0,0,0,953,69,69,16,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,67,403,0,954,285,954,337,0,404,404,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0
0,0,0,0,0,0,0,0,0,0,67,0,0,67,67,67,67,67,0,65,65,65,67,67,67,67,67,67,67,272,0,67,67,0,0,0,0,0,0,71,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,0,0,0,0,0,65,65,65,65,65,65,65,0,0,65,65,0,0,0,0,16,16,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,272,65,65,65,0,0,0,0,0,0,0,0,0,308,65,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,272,0,0,0,0,0,0,0,208,209,210,0,0,149,65,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,272,0,272,0,0,0,0,0,0,0,0,212,213,77,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
