2048,2048,2048,2048
2048,2048,2240,2048
2048,2048,2240,0
0,192,202,203
2251,2624,2631,203
2251,2250,2261,2260
0,0,770,771
32768,32960,32970,32971
212,213,579,580
2637,213,579,580
2628,2627,821,804
805,820,2626,605
606,607,786,787
34816,34816,35008,34816
768,769,604,605
606,578,786,773
772,785,800,801
802,803,32768,32768
32768,32960,33344,32971
35019,35392,35390,32971
35019,35018,35029,35028
2292,0,0,0
784,785,800,801
35019,33342,35399,32971
35019,33351,35029,33357
35044,35043,35057,35056
32980,32981,32995,32996
35405,32981,2642,213
2276,594,2289,600
33008,33009,0,244
2648,241,0,244
0,0,33538,33539
33536,33537,33589,33572
33573,33588,33589,33572
33374,33375,33554,33555
805,820,821,804
35019,33342,35390,32971
35019,33342,2631,203
2251,574,2631,203
2251,583,2261,589
2637,213,2642,213
0,0,0,2656
6216,42,4863,74
39,40,27,28
27,28,39,40
29,30,41,42
79,80,93,94
77,78,91,92
6144,6144,6298,6297
4824,4825,7040,171
4824,4825,706,707
4824,4825,2777,2776
704,705,720,721
720,721,2777,2776
722,723,2777,2776
704,705,4243,4244
6292,6291,6300,6299
0,0,83,84
85,86,95,96
85,86,101,102
2204,2203,2196,2195
97,98,101,102
99,100,0,0
99,100,6298,6297
2196,2196,7040,171
2204,2203,153,154
4824,4825,558,559
560,561,2777,2776
606,578,786,585
2276,2275,2289,2288
768,769,821,804
33536,33537,33372,33373
33573,33588,2626,605
33552,33553,800,801
34816,34816,35008,32768
32980,32981,33347,33348
33573,33588,35394,33373
33573,33588,821,804
75,76,89,90
73,74,87,88
25,26,37,38
23,24,35,36
720,721,704,705
836,837,852,853
4251,4252,95,96
97,98,95,96
0,0,736,737
97,98,155,156
2204,2203,6300,6299
722,723,706,707
752,753,0,0
0,192,576,203
2251,2624,2622,203
2292,0,0,0
2628,2627,2626,605
35019,35392,35399,32971
35405,32981,33347,33348
2637,213,2642,228
2633,785,800,801
772,785,0,801
738,739,754,755
720,721,720,721
821,804,805,820
821,804,606,578
786,773,840,841
720,721,6315,896
558,559,560,561
4244,4244,4252,4243
4243,4244,156,147
156,148,156,148
85,86,97,98
2204,2203,2196,2204
95,96,101,102
836,837,812,813
776,777,792,793
2196,2204,2196,2204
774,775,790,791
2251,574,2622,203
35019,33342,2622,203
240,241,0,244
802,0,0,0
0,0,768,769
770,771,805,820
4251,4252,155,156
99,100,736,737
704,705,754,755
6315,896,728,729
726,727,0,0
91,92,79,80
93,94,23,24
93,94,27,28
35405,32981,2642,228
35,36,23,24
212,213,227,228
2251,2250,2289,2288
35396,35395,33589,33572
35396,35395,821,804
4096,4096,4168,0
6911,0,91,4168
79,6911,93,94
183,184,720,721
838,839,720,721
6328,6327,89,90
147,148,720,721
117,118,0,0
738,739,704,705
2631,203,2637,213
579,580,805,820
2626,605,772,785
2289,2288,2292,0
852,853,852,853
0,0,704,705
604,605,784,785
2261,2260,2276,2275
2622,203,2251,583
2261,589,2628,2627
2251,574,0,0
0,0,0,192
576,203,2251,583
2622,203,2251,574
720,721,754,755
576,203,2251,574
202,203,212,213
786,585,840,841
227,228,242,241
720,721,836,837
852,853,836,837
852,853,812,813
852,853,704,705
752,753,736,737
790,791,704,705
720,721,0,0
852,853,0,0
821,804,0,0
2626,605,704,705
32980,32981,227,228
2240,2048,2251,2624
2240,2048,2251,2250
2261,2260,2628,2627
838,839,836,837
720,721,153,154
838,839,704,705
2642,213,242,241
2626,605,2633,785
790,791,4244,4244
217,247,704,705
4243,4243,2196,2195
792,793,836,837
4243,4243,95,96
792,793,704,705
2196,2196,836,837
720,721,776,777
720,721,7040,171
2196,2196,153,154
560,561,706,707
6315,896,704,705
6315,896,153,154
35019,33351,2261,589
2628,2627,2868,2853
35396,35395,35394,33373
2196,173,704,705
720,721,4244,4244
2196,2196,2196,2195
2196,173,852,853
0,0,852,853
2196,2196,704,705
790,791,852,853
720,721,812,813
0,0,836,837
790,791,812,813
4243,4243,4244,4244
790,791,0,0
2868,2853,805,820
173,4243,2196,2195
173,4243,4244,4244
790,791,836,837
6315,896,2777,2776
720,721,173,4244
722,723,558,559
6315,896,4244,4244
4243,4243,4243,4243
151,152,0,0
599,241,0,244
2622,203,0,0
227,228,240,241
2261,589,2276,594
2048,2048,2251,574
780,781,836,837
6300,6299,95,96
579,580,606,578
604,605,2276,594
0,0,2637,213
2196,2195,7040,171
720,721,2637,213
2048,2048,2251,583
6300,6300,95,96
720,721,2251,583
2196,2195,836,837
579,580,606,607
704,247,32768,32768
32768,32960,33344,32971
0,192,576,203
35405,32981,579,580
32845,32846,32859,32860
706,707,722,723
169,170,0,0
706,707,178,180
75,30,32768,32768
33008,33009,0,0
75,76,183,184
35019,33342,4096,4096
4229,4230,0,0
35405,32981,34816,34816
35044,33362,2289,600
0,0,33376,33377
2657,2656,0,0
0,0,608,609
6144,6144,6278,6277
33008,33009,6278,6277
0,0,0,192
2240,2048,2251,2624
2622,203,2637,213
2642,213,599,241
2289,2647,2295,4244
738,739,169,170
786,773,840,705
704,247,704,705
91,92,77,78
852,247,836,837
37,38,25,26
2642,228,599,241
37,38,27,28
39,40,79,80
97,98,2203,2203
91,92,158,159
705,247,4252,4243
852,247,0,0
97,98,2204,2203
704,705,704,705
91,92,2048,2048
2196,2204,704,705
720,721,6300,6300
720,721,706,707
722,723,500,501
93,94,79,80
720,721,2295,705
178,721,75,30
721,705,631,574
2622,705,87,574
704,705,4252,4243
720,721,4252,4243
6300,2145,95,96
2192,2191,6288,6287
509,510,558,559
89,90,29,30
28,2678,82,139
139,2707,264,2312
4252,4243,95,96
97,98,2204,2204
720,721,852,853
2695,139,717,46
45,2094,95,81
2196,2195,2251,574
2196,2195,704,705
4239,4240,0,0
705,247,704,705
2204,97,2196,2195
720,721,2251,574
91,92,27,28
155,156,156,148
39,40,75,76
89,90,75,76
89,90,25,26
89,90,27,28
39,40,77,78
2204,98,2204,2204
156,156,148,705
148,705,148,705
39,40,2251,574
156,148,4251,4252
720,247,836,837
41,42,27,28
2289,2647,2251,574
156,156,704,705
6300,6299,6299,6241
156,156,774,775
227,228,599,241
155,156,156,156
720,721,4244,6300
720,721,156,148
0,0,143,144
2192,2191,4252,4243
4244,247,4252,4243
148,705,704,705
6300,98,95,96
6291,6300,6299,96
97,98,6299,6241
4244,6300,6291,6300
6300,2145,6299,6241
97,98,6162,6161
97,98,2204,96
6160,6159,29,30
147,148,704,705
6291,6300,6300,6299
4244,6300,95,96
156,148,704,705
97,98,704,705
97,98,156,2195
2204,2204,6288,6287
