2048,2048,2126,2125
77,78,0,0
0,0,454,455
124,125,34985,0
0,0,122,123
2978,2977,2973,2972
2983,2982,934,935
931,932,2052,2051
87,88,2275,2274
2221,196,95,112
436,437,439,451
427,428,439,451
427,428,4521,4522
450,451,4521,4522
438,439,931,932
438,439,924,925
2980,2979,0,0
4521,4522,0,0
4521,4522,4099,4100
132,133,6202,6201
6209,6208,0,0
0,167,32768,32768
32900,32901,6202,6201
6209,6208,6208,32768
32900,32901,146,6202
6201,6209,6209,6208
6202,6201,6208,6144
6201,6209,0,0
0,0,166,0
456,457,454,455
0,433,0,446
447,32768,32768,32768
32900,38970,146,6202
6201,6209,6208,0
454,455,456,457
32900,32901,226,227
5017,5018,4525,4526
425,426,6144,6144
6371,6370,6144,6144
6371,6370,2078,2077
57,58,136,137
934,935,464,465
146,147,6202,6201
4161,4153,57,58
57,58,58,133
2090,2089,2078,64
65,57,57,58
64,65,58,133
65,57,132,133
2090,64,65,57
2090,64,64,65
65,57,58,133
934,935,5025,5026
5027,5028,0,0
464,465,2474,2473
184,168,184,2232
116,126,195,196
116,126,34985,0
111,112,34985,123
6148,6147,454,455
0,0,923,0
933,0,5029,6144
6148,6147,934,935
0,0,2491,2490
2489,2488,2503,2502
32900,32901,0,0
5017,5018,2048,2048
2048,2048,2275,2274
0,0,117,112
195,196,117,112
0,0,136,137
146,147,0,0
128,129,132,133
128,129,136,137
6144,6144,6209,6
150,151,152,153
2113,2112,132,133
150,151,4153,4154
4154,147,4160,4161
4154,147,4161,4153
4154,147,4153,4154
146,147,4154,133
4160,4160,29,30
4160,4161,29,4160
4161,4153,29,30
146,147,6209,6
41,42,2105,2113
2112,42,2106,2105
146,2106,5,6
2195,2106,4153,4154
41,42,2078,2077
17,4161,5,6
17,4161,64,65
146,147,5,6
57,58,132,6201
146,147,2106,2105
2113,2112,132,2106
2124,2123,33,34
146,6202,6209,6208
45,46,450,451
43,44,464,465
43,44,0,0
0,0,438,439
452,453,464,437
427,428,452,453
450,451,452,453
6572,6571,464,465
929,930,0,0
450,451,0,0
4525,4526,2474,2473
4521,4522,0,0
0,0,742,743
2048,2048,2238,2227
2238,2227,2250,2249
2260,2259,23,24
2048,2048,2238,2048
2081,179,2048,2048
2260,2259,21,22
2250,2249,23,46
2048,2227,2238,2260
2259,14,25,0
32,14,25,26
37,0,49,2048
2250,2249,2217,0
44,32,2217,0
35,2227,2250,2249
0,0,913,2048
2260,2259,2217,0
35,36,2217,0
0,912,0,565
566,0,581,0
0,580,0,0
594,2048,2217,593
0,0,2904,2903
914,169,2217,181
855,856,2627,2626
2920,2954,2920,2954
2920,2954,2692,2691
2936,2609,2920,2954
855,856,906,872
894,911,2920,2954
45,46,32,14
2216,2232,168,168
2216,184,184,168
2216,26,184,14
2216,26,184,38
