6144,6144,6144,6144
6144,6144,6159,6158
4110,4111,0,0
0,0,934,935
230,231,0,232
2983,2982,2279,2278
2280,0,0,0
0,0,206,210
228,229,242,243
0,0,206,207
213,214,41,42
2074,2073,2058,2057
2074,2073,2090,2089
213,214,9,10
56,57,9,10
2105,2104,2058,2057
25,26,9,10
25,26,41,42
25,26,211,212
224,225,71,72
224,225,144,145
86,87,71,72
102,103,71,72
102,103,144,145
56,57,211,212
86,87,144,145
142,143,0,0
142,143,100,101
0,0,100,101
2048,2048,2285,2284
2298,2297,2310,2309
2326,2325,2298,2297
2341,2340,34816,34816
34816,34816,34935,34934
32886,32887,32900,34874
34874,34948,32826,39044
34941,34940,34956,34942
32886,32887,32892,32893
2173,2189,117,32768
32894,32908,0,0
0,116,0,130
131,0,0,0
244,245,2064,2421
2064,2421,2064,2421
2806,2446,71,251
0,0,360,361
376,377,390,391
0,0,427,428
0,0,443,444
425,426,439,440
441,442,457,457
457,458,457,457
2520,473,2536,489
2048,2048,2155,2154
437,438,2209,2166
455,456,471,472
457,457,471,472
2520,2519,431,2535
2534,2533,0,0
106,107,104,104
2221,2220,2236,2235
487,488,485,486
487,430,485,445
446,2533,0,0
318,319,2048,2048
2169,2103,259,260
2169,2183,273,274
275,276,275,276
36996,32826,141,125
2091,58,2091,58
289,2168,289,248
235,276,290,291
289,2168,304,305
306,307,2048,2048
2091,58,279,280
320,321,0,0
104,104,9,10
385,386,0,0
106,107,2139,2138
2173,2189,2188,0
0,140,32768,32768
33008,33009,33021,33022
33033,33034,281,282
2330,2329,0,0
698,699,714,715
553,699,693,715
0,0,12,13
0,0,2788,2787
28,29,44,45
739,740,755,756
2804,2803,2790,2789
32769,32770,33168,33169
138,139,153,154
0,0,410,411
737,738,400,401
737,738,378,397
399,18,408,409
2048,2048,2289,2288
240,241,253,254
2302,2301,2314,2313
265,266,281,282
34816,34816,35057,35056
35070,35069,35082,35081
2061,2060,2077,2076
2093,2092,2108,2107
104,104,135,121
90,91,58,43
0,0,2304,2303
0,0,2316,2315
58,43,58,43
59,60,0,0
2318,2317,2334,2333
2332,2331,2347,2346
302,303,2236,2235
2349,2348,0,2364
2363,2362,0,0
2312,266,281,282
2328,2327,0,0
402,2327,0,0
0,0,2508,2507
2063,2062,0,0
2551,2550,14,15
746,747,762,763
2543,2542,0,0
0,0,432,433
447,448,463,464
0,0,0,308
309,0,296,297
0,474,0,0
294,295,310,311
312,313,312,327
310,326,310,340
341,342,356,357
255,256,269,270
354,355,369,370
371,372,369,387
267,268,283,284
285,286,300,301
298,299,314,315
316,0,0,0
0,0,0,2357
32768,32768,32835,32836
34816,34816,34818,34817
33168,33169,33168,33169
2116,2115,2449,2448
412,413,414,415
32769,32770,33167,32786
416,417,418,419
33008,33009,33006,33007
33176,33177,410,411
405,2327,0,0
2454,362,2454,362
403,419,420,395
421,422,34816,34816
35070,33020,2314,264
2074,2073,324,2057
322,323,335,16
16,325,16,339
25,26,0,0
351,16,351,16
16,16,757,758
351,16,365,758
25,26,381,382
25,380,348,16
16,394,16,2399
2387,16,16,16
16,2399,16,2399
0,0,67,68
400,401,2461,2460
378,397,396,406
2463,2462,2465,2464
2410,406,2410,406
2467,2466,2467,2451
2481,2480,2496,2495
0,0,502,503
2443,2468,2470,2469
2512,2511,2522,0
459,460,475,476
32768,32768,32870,32871
0,0,35251,35250
32839,32840,32854,32855
2048,2484,2500,2499
35266,35265,35282,35281
2516,2515,2532,2531
35298,35297,35313,35312
2547,2546,509,2559
2558,2557,0,0
2456,2456,2456,2456
2459,2458,0,0
494,495,508,2456
506,507,515,516
86,87,0,0
25,26,71,72
34834,34851,34850,34821
240,241,238,239
2302,252,2314,264
100,101,2048,2048
2116,2115,0,0
0,0,14,15
32768,32768,32782,32783
32784,32784,32784,32784
32784,32784,0,0
0,0,71,72
86,87,748,514
86,87,513,514
749,525,532,533
0,0,2483,2482
2498,2497,2514,2513
