2048,2048,2048,2048
2048,2048,2240,0
0,192,576,203
2251,2624,2622,203
0,0,770,771
2251,574,2622,203
2251,583,2261,589
2628,2627,821,804
805,820,821,804
606,578,786,787
802,0,0,0
212,213,227,228
240,241,0,244
864,865,832,833
848,849,832,833
2251,583,35008,32768
2628,2627,35008,32768
915,916,919,920
864,865,884,885
35019,35392,35390,32971
35019,35018,35029,35028
2251,574,2631,203
802,803,0,0
2637,213,2642,228
0,192,202,203
212,574,2622,203
606,578,33538,33539
802,803,33538,33539
2048,2048,2048,2048
33573,33588,33589,33572
33374,33375,33554,33555
0,0,99,100
0,0,33538,33539
83,84,0,0
805,820,2626,605
836,837,852,853
736,737,752,753
0,0,768,769
33536,33537,33589,33572
33573,33588,821,804
33536,33537,33372,33373
33573,33588,2626,605
784,785,800,801
33552,33553,800,801
768,769,821,804
606,607,786,787
4229,4230,34816,34816
35019,35392,35399,32971
35405,32981,35410,32996
0,0,83,84
85,86,95,96
85,86,101,102
97,98,95,96
97,98,101,102
251,252,759,760
97,98,612,613
720,721,2219,4992
706,188,759,760
95,96,95,96
720,721,836,837
852,853,836,837
720,721,754,755
280,281,255,256
616,617,923,924
267,267,267,267
917,918,921,922
2261,589,2628,2627
821,804,805,820
720,721,720,721
852,853,704,705
97,98,155,156
720,721,704,705
812,813,704,705
836,837,836,837
2808,2807,95,96
2593,2592,2600,2599
776,777,792,793
836,837,840,841
852,853,792,793
267,267,0,0
836,837,796,797
720,721,721,705
836,837,792,793
776,777,836,837
852,853,796,797
720,721,852,853
272,273,262,263
2311,2310,2319,2318
274,275,923,924
268,269,262,263
270,271,923,924
720,721,181,182
752,753,0,0
99,100,0,0
0,0,133,134
2048,2048,2240,2048
2251,2250,2261,2260
212,213,2622,228
2251,2624,2631,203
2276,2275,2289,2288
2292,34816,34816,34816
34816,34816,35008,34816
34816,34816,35008,6144
6144,6144,6278,6277
32768,32960,33344,32971
35019,33351,35029,33357
35044,35043,35057,35056
35019,33351,35390,33357
35019,33342,35399,32971
2790,2789,32768,32768
32768,32960,32970,32971
35019,33342,2631,203
32980,32981,32995,32996
35405,32981,2642,228
33008,33009,0,244
599,241,0,244
35396,35395,821,804
778,779,0,0
606,578,786,773
784,785,688,689
690,691,0,0
796,797,0,0
768,769,604,605
794,795,0,0
0,0,780,781
852,853,812,813
93,94,77,78
93,94,79,80
79,80,93,94
89,90,75,76
91,92,77,78
35,36,23,24
35,36,31,32
43,44,31,32
37,38,25,26
89,90,75,30
89,90,73,74
37,38,75,76
89,40,75,30
43,44,23,32
91,94,77,78
89,90,25,26
91,92,79,80
87,88,75,76
93,94,27,28
41,42,75,26
89,42,27,28
89,90,87,88
37,38,89,90
89,90,89,90
91,92,158,159
60,61,58,59
60,61,50,96
60,61,50,59
93,94,158,159
