6230,6229,37,38
143,144,0,0
70,71,2051,2050
12,13,23,88
112,38,4197,54
1,4196,1,4186
4187,13,126,46
117,2166,137,46
151,152,183,184
6230,6229,53,76
6230,6229,53,76
38983,32829,32821,32844
0,0,53,76
6215,61,0,0
85,86,4181,4182
2270,2269,2051,2050
10,11,49,50
6215,6214,53,98
2078,2077,115,116
4341,4342,6211,6226
0,0,113,130
2272,2271,35004,34816
34816,34816,35004,2048
2272,227,32889,32890
2291,32768,32889,32890
38983,32958,35006,32970
2151,2150,165,166
2151,2150,2141,2140
151,152,2143,2142
2048,2048,2272,227
2281,236,2291,4096
4096,4096,4162,4163
2281,2282,0,0
0,0,94,95
183,184,0,0
0,0,2532,2531
2543,2542,2551,2550
2557,2552,2557,2556
2534,2533,2545,2544
32768,32768,32768,32768
32768,33223,33236,33235
35293,33223,32768,33235
35284,34816,35294,35293
35292,33223,35304,33235
35292,33223,33275,33235
33223,32768,33235,35284
34816,34816,35293,35292
33223,32768,33235,32768
32768,32768,33223,35314
33246,33243,32768,33255
32768,33243,32768,33255
32768,32768,32768,32768
32768,32768,33223,33245
33246,33243,32768,33273
32768,32768,32768,33223
33244,33245,33256,32768
33243,35294,33255,32768
32768,35304,34816,34816
33243,32768,33255,32768
32768,32768,32768,35305
33235,32768,33243,0
0,0,0,468
467,0,475,0
350,351,15,16
33236,33235,33246,33243
32768,35315,33223,35322
33255,0,0,0
0,0,455,476
477,478,0,0
2553,351,15,16
32768,33255,0,0
483,484,494,495
467,488,475,0
502,503,504,509
508,509,485,486
496,497,2048,2048
2263,212,2235,2251
32768,32768,33223,33244
262,263,360,361
262,263,314,273
2272,187,2235,2251
32768,32768,32768,33236
33235,33256,33243,32768
362,363,308,309
336,324,308,309
328,241,310,311
0,0,0,420
421,0,426,0
33255,32956,199,200
33245,33246,32768,32768
35321,33119,15,16
362,363,335,307
336,324,335,307
0,0,465,466
424,425,433,434
435,0,0,0
33118,33119,15,16
362,363,343,322
335,307,335,307
430,431,432,0
0,0,443,444
6575,6574,2479,2478
430,431,0,0
0,445,0,454
2302,2301,2309,2308
362,363,2972,2971
441,442,450,451
452,453,0,0
2319,2318,2048,2048
2048,2981,455,476
211,212,2235,224
32768,32768,33223,2048
2291,0,0,0
0,0,476,477
33235,35284,33243,35294
35293,33223,0,467
2516,0,2526,2525
2524,455,2536,467
2516,2048,2526,2525
35292,33223,2536,467
2516,924,2526,2525
488,32768,32768,32768
32768,32768,32768,33223
33273,32768,2399,2398
0,475,2399,505
0,0,2399,2398
32768,32768,35167,35166
32768,33243,35167,33273
32768,32768,2399,2398
32768,32768,32768,32768
32768,33223,32768,33235
33257,33255,499,32768
32768,33243,2399,505
506,455,0,467
489,0,499,2048
2048,2480,0,0
489,315,499,329
0,0,0,455
32768,32768,35284,32768
32768,32768,35292,33223
0,467,0,475
35294,35293,32768,32768
35304,33235,34816,33243
35294,35293,34816,34816
35304,33235,32768,33243
33257,32768,33267,0
0,487,0,0
487,0,0,0
33274,33223,32768,33235
32768,33243,35004,33255
430,431,2051,2050
2094,2185,45,46
31,32,2272,2271
2281,2280,21,22
53,87,37,76
53,87,85,86
10,11,19,20
2135,32,2146,48
360,361,336,324
2094,2185,81,82
37,38,55,52
4,5,439,440
81,82,463,464
31,32,37,76
35,36,88,89
31,32,2983,2982
29,30,439,440
151,152,6215,61
2119,2118,6226,6225
2977,2976,2983,2982
335,307,2983,2982
481,482,491,492
493,482,462,492
111,112,118,54
12,76,23,87
37,38,2983,2982
247,248,2983,2982
473,461,2983,2982
473,474,4569,4570
117,117,2166,126
127,2133,45,46
37,98,53,61
448,449,439,440
137,30,45,46
37,98,70,71
2130,2129,6215,6214
35,36,51,190
37,38,203,187
2281,2282,2292,6214
37,38,2296,2295
2238,202,203,187
201,202,232,233
2252,2251,232,233
4,5,348,349
255,256,240,241
2977,2976,439,440
443,444,452,453
37,98,85,86
29,30,6230,6229
31,32,2132,2131
10,11,2132,2131
2080,2079,2096,2095
428,429,2522,2521
448,449,2522,2521
2512,2511,165,166
53,76,37,87
53,98,37,61
1,1,1,4196
83,84,2514,2513
465,466,439,440
53,76,37,61
448,449,0,0
