4096,4096,4256,4257
0,0,562,563
571,572,0,0
0,0,902,903
0,0,4724,0
532,533,0,541
542,543,554,555
0,6772,0,606
2665,4725,0,290
532,533,0,0
552,553,564,565
566,567,574,0
550,551,0,0
0,0,569,570
0,573,569,570
82,183,32850,32967
32850,32950,32850,32963
32928,32929,33343,33344
0,0,33343,33344
32850,37059,32850,32850
82,2639,82,82
37455,32850,33345,32850
74,65,89,81
74,33,89,49
85,86,80,81
83,84,70,71
72,73,520,521
72,73,904,559
523,889,546,889
888,889,546,889
888,522,904,905
560,568,38,39
558,535,547,549
534,535,548,549
560,561,38,39
52,53,0,0
0,0,68,37
0,195,0,182
103,104,745,746
753,754,2828,2827
2816,2815,2828,2827
763,764,773,774
32,33,2434,2433
6530,6529,54,55
0,0,2759,2758
0,199,0,183
24,25,38,39
24,25,2099,2098
2055,2054,2109,2108
24,25,24,25
2972,2974,2973,2972
2974,2973,2972,2974
2973,2972,2974,2973
2243,2048,2163,2241
2048,2048,2048,2048
588,589,2761,711
2099,2098,102,2090
118,2106,2156,2058
2172,2074,2155,2056
2171,2072,2155,2082
2171,2098,298,299
32855,32856,36,37
916,7075,918,919
32806,34978,32853,32854
35392,33360,2230,2638
2246,2625,2231,2638
2247,2625,2230,2638
2246,2639,2231,0
0,7076,0,7075
2974,2974,2979,2972
916,918,918,919
916,917,933,0
0,7075,0,2972
57,33,74,49
916,2972,2980,2979
590,82,591,82
0,0,7067,7066
82,2162,82,82
6144,6144,6144,6144
6312,6311,87,40
7065,7064,6478,4434
2061,2060,4226,2313
6253,13,2157,29
2173,7,2157,23
2797,2806,82,82
2173,5,2178,21
2061,2060,650,651
7065,7064,4430,4434
0,0,7066,0
0,7067,0,7065
7064,0,0,0
7065,7064,2382,2381
0,0,648,649
0,0,650,651
4430,4434,7067,7066
7065,7064,57,33
68,69,52,53
7065,7064,2387,2376
2243,0,710,711
34966,34866,34923,34824
34939,34840,34924,34826
34940,34842,298,299
2759,2758,35405,35404
35527,33481,32796,32892
32810,34918,32826,34934
32776,32875,32792,32891
32802,32876,32818,32892
32810,32875,32826,32891
2347,2346,0,0
0,0,20,21
0,0,60,61
12,13,12,13
2055,2054,4226,2313
0,0,50,51
8,9,44,45
6,7,34,35
20,21,34,35
2972,2974,2973,2972
35011,32850,33359,32850
0,0,2917,0
0,0,2915,0
2933,2916,2949,319
35011,32850,33043,33044
35011,32850,35010,35009
2567,322,2579,2566
2963,2946,2578,2962
34940,34844,34923,34824
34867,34866,34816,34816
