0,0,0,0
0,0,881,882
2930,2929,2936,2935
887,888,2189,2188
140,141,77,2133
85,2125,95,2136
88,2143,100,2154
106,2148,2147,2146
98,99,109,110
2158,2157,2168,2167
119,120,129,130
0,0,85,2125
77,2133,88,2143
2178,2177,0,0
95,2136,106,2148
100,2154,111,2164
2048,2048,2052,2051
116,2159,126,2169
121,2174,131,2185
2048,2053,0,0
137,2179,2189,2188
3,4,0,0
3,4,7,2049
1,2055,10,11
146,139,2048,2048
2059,2058,28,2068
20,2076,33,2088
40,2081,47,2093
45,2095,50,2105
57,2098,67,2108
60,2115,69,70
2118,2117,85,2125
106,2148,116,2159
111,2164,109,110
3,4,5,30
17,18,2050,2049
2059,2058,2069,2068
2082,2081,2094,2093
2099,2098,2109,2108
0,0,2930,2929
2118,2117,2126,2125
881,882,887,888
2936,2935,69,70
2137,2136,2149,2148
2160,2159,2170,2169
2180,2179,0,0
137,2179,2048,2048
2048,2048,2147,2146
2178,2177,0,0
0,0,0,0
0,0,0,0
40,2081,34816,34816
34816,34816,34820,34819
34816,34816,34820,34819
3,4,5,2089
32809,34821,32797,32798
34846,34821,34834,34833
32769,34823,32778,32779
2078,2077,29,30
34825,34824,34834,34833
32769,32770,32778,32779
32788,34844,32801,34856
2057,2056,2066,2065
32788,32789,32801,32802
32813,34863,32818,34873
1,2,10,11
32813,32814,32818,32819
32828,34883,32837,32838
20,21,33,34
45,46,50,51
60,61,69,70
77,78,88,89
100,101,111,112
121,122,131,132
140,141,77,78
119,120,0,0
88,89,2048,2048
2180,2179,2189,2188
2126,2125,2137,2136
2126,2125,0,0
0,0,533,0
0,0,783,784
785,533,798,799
800,533,815,2586
2582,0,2588,0
0,0,0,0
0,0,0,533
781,782,794,795
796,797,811,812
813,814,827,828
829,2591,843,2580
2593,0,0,0
0,793,538,808
809,810,823,824
825,826,839,840
841,842,860,861
851,2587,515,2592
0,0,0,0
0,534,0,540
543,822,532,836
837,838,856,857
858,859,866,867
868,869,869,515
0,0,0,0
0,545,0,0
539,850,850,508
864,865,2912,2556
867,868,512,513
2829,545,2842,2842
2914,2913,2870,2591
2561,518,2571,530
0,0,2586,2582
2048,2048,2048,2048
533,781,793,794
796,797,2857,2856
2845,2857,2860,2871
2884,2580,2898,2587
2832,2831,2845,2844
2591,2588,2841,2847
2846,815,2861,829
2591,2588,2580,2593
2048,2048,538,2863
798,799,813,814
2860,2858,2874,2872
2871,809,2888,809
2874,2885,824,2904
2847,2846,2862,2861
2860,2859,812,810
812,2862,826,2876
2875,843,842,851
2587,2048,2592,0
0,0,3,4
2052,2051,1,2055
543,2877,532,2891
827,828,532,2891
2890,2889,2909,2908
2907,823,2915,837
838,2871,857,2888
810,811,824,825
826,824,826,824
840,841,859,860
861,515,869,515
